quarter,pdvmil,wara,ngov,ndef,ngdp,pgdp,rgdp,rcons,rcdur,rcnd,rcsv,rcndsv,rinv,rinvfx,rnri,rres,rgov,rfed,rdef,rsl,ngdp,ncons,ncdur,ncnd,ncsv,ncndsv,ninv,ninvfx,nnri,nres,ngov,nfed,ndef,kcdur,tothours,milithours,totpop,fr25_64pop16,fr25_64pop,tothoursces,nwmfg,pman,cpi,ppi,pbus,nwbus,BAA,tb3,romerexog,amtss,amtbr,spf_rfedlag,spf_rfed0,spf_rfed1,spf_rfed2,spf_rfed3,spf_rfed4,spf_rsllag,spf_rsl0,spf_rsl1,spf_rsl2,spf_rsl3,spf_rsl4,spf_ndeflag,spf_ndef0,spf_ndef1,spf_ndef2,spf_ndef3,spf_ndef4,spf_pgdplag,spf_pgdp0,spf_pgdp1,spf_pgdp2,spf_pgdp3,spf_pgdp4
1979,11,0,477.8,138.3,2463.3,53.43731696,46.097,42.637,24.163,51.498,44.164,46.25107613,37.729,37.373,33.239,52.189,55.667,60.013,60.931,53.375,2463.3,1522.6,223.3,484.6,814.7,1299.3,481.1,457.3,318.8,107.9,477.8,202.2,138.3,25.94752,191.0694345,3.663,224053,0.623750031,0.468999982,183.289,6.403333187,72.30153656,69.19999695,74.83333588,58.022,47.231,10.15666676,9.383333206,-10.1,0.196999997,0.384000003,.,.,.,.,.,.,.,.,.,.,.,.,102.0967742,104.1645161,106.4,108.1322581,111.1967742,113.4064516,156.4515151,159.669697,162.6909091,165.6454545,168.5818182,171.4666667
1979.25,0,0,492.5,143.4,2526.4,54.7539065,46.141,42.612,23.616,51.399,44.439,46.39823311,37.642,37.083,33.14,51.214,56.255,60.755,62.156,53.869,2526.4,1563.2,222.1,500.1,841,1341.1,493,465.6,324.9,112.8,492.5,207.9,143.4,26.26626,192.3436387,3.568,224632,0.624000013,0.469999999,183.097,6.503333092,74.76673126,71.40000153,77.46666718,59.619,48.305,10.39333344,9.376667023,0,0.196999997,0.384000003,.,.,.,.,.,.,.,.,.,.,.,.,104.0272727,105.8878788,107.6636364,110.6636364,112.8333333,115.16875,159.878125,163.25,166.596875,169.7375,172.553125,175.9258064
1979.5,0,0,507.2,146.1,2599.7,55.94121191,46.472,43.031,24.274,52,44.616,46.71700299,36.909,37.756,34.172,50.606,56.337,60.661,61.972,54.066,2599.7,1617.7,230.9,522.3,864.4,1386.7,497.9,485.7,342.3,121.8,507.2,211.7,146.1,26.55829,193.7203552,3.668,225295,0.624500036,0.471000016,185.591,6.630000114,77.19948578,73.69999695,79.90000153,60.89,49.401,10.39333344,9.673333168,0,0.196999997,0.384000003,.,.,.,.,.,.,.,.,.,.,.,.,106,108.1794118,111.4441176,113.8882353,116.2352941,118.7090909,163.9555555,167.7189189,171.4405405,174.9648648,178.5054054,181.8305555
1979.75,0,0,525.5,153,2659.4,57.06866953,46.6,43.146,23.649,52.275,45.001,47.06545788,36.222,37.404,34.258,48.694,56.704,60.647,62.32,54.683,2659.4,1661.2,229,539.4,892.8,1432.2,499.5,491,349.6,128.3,525.5,220.4,153,26.795,194.3511489,3.66,226027,0.625,0.472000003,186.112,6.75,80.05391693,76.03333282,82.69999695,62.019,50.565,11.8166666,11.84333324,0,0.196999997,0.384000003,.,.,.,.,.,.,.,.,.,.,.,.,108.7322581,111.8451613,114.0774194,116.3580645,118.6064516,122.1322581,167.1,171.1129032,174.3225806,177.8774193,181.4741935,184.7
1980,169.1,1,546.7,160.5,2724.1,58.26951872,46.75,43.071,23.277,52.249,45.052,47.08968068,35.959,36.875,34.634,44.968,57.616,62.588,64.154,54.936,2724.1,1708,232.1,559.9,916,1475.9,505.2,495.3,361.3,132.6,546.7,231.6,160.5,26.96835,193.1661415,3.662,226656,0.625499964,0.47299999,185.496,6.883333206,83.8814621,79.03333282,86.53333282,63.351,52.105,13.47999954,13.35333347,1.7,0.202999994,0.400000006,.,.,.,.,.,.,.,.,.,.,.,.,115.0346154,118.15,120.9576923,124.4230769,129.0307692,132.7291667,170.9148148,174.7925926,178.5185185,182.3740741,186.0555555,189.972
1980.25,0,0,562.7,165,2728,59.57372467,45.792,42.093,20.767,51.542,44.748,46.65115393,32.715,33.668,32.876,36.649,57.795,64.162,64.308,54.218,2728,1710,211.9,565.9,932.2,1498.1,470.4,462.7,350.9,132.3,562.7,243,165,27.0882,189.062338,3.64,227251,0.625999987,0.474000007,183.232,7.029999733,85.92498016,81.69999695,88.26667023,64.764,53.423,13.35666656,9.616666794,8.2,0.202999994,0.400000006,.,.,.,.,.,.,.,.,.,.,.,.,119.92,123.476,127.024,132,135.624,139.6458333,174.4793103,178.562069,182.4758621,186.3103448,189.9655172,193.9607143
1980.5,0,0,567.5,167.7,2785.2,60.93596167,45.707,42.545,21.688,51.415,45.244,46.93254054,30.221,34,33.124,37.275,56.998,63.297,64.427,53.456,2785.2,1768.7,225.4,576.5,966.9,1543.4,443.5,477.3,361.1,135.8,567.5,243.6,167.7,27.19416,189.4564537,3.665,227953,0.626749992,0.474999994,182.669,7.233333111,88.06580353,83.23332977,91.16666412,66.239,54.736,13.16666603,9.153333664,0,0.202999994,0.400000006,.,.,.,.,.,.,.,.,.,.,.,.,123.9714286,127.8238095,133.4666667,137.5809524,141.7333333,146.2714286,178.8458333,182.575,186.3833333,189.925,193.5458333,197.1291666
1980.75,0,0,587.5,178.6,2915.3,62.62459185,46.552,43.112,22.349,51.617,45.92,47.44174715,33.294,35.351,33.82,40.917,56.94,63.511,65.275,53.223,2915.3,1836.6,236.2,591.3,1009.1,1600.4,497.9,507,376.2,144.1,587.5,256.7,178.6,27.302,191.6684271,3.694,228612,0.627499998,0.476000011,184.628,7.45666647,89.97956848,85.56666565,93.26667023,67.893,56.11,14.67000008,13.61333275,0,0.202999994,0.400000006,.,.,.,.,.,.,.,.,.,.,.,.,129.0666667,136.1766667,140.5733333,145.3933333,150.4066667,157.3866667,183.0266666,187.2566666,191.7466666,195.71,199.68,203.82
1981,74.5,0,610.1,184.8,3051.4,64.21296296,47.52,43.348,22.983,52.073,45.836,47.47742272,36.603,35.61,34.365,40.186,57.696,64.826,66.514,53.623,3051.4,1892.4,246,614,1032.3,1646.3,563.1,524.4,393.1,150,610.1,266.5,184.8,27.43107,194.0191637,3.691,229071,0.628250003,0.476999998,185.265,7.626666546,92.93132019,87.93333435,96.09999847,69.672,57.562,15.24666691,14.39000034,21.3,0.208000004,0.418000013,.,.,.,.,.,.,.,.,.,.,.,.,142.3090909,146.9852941,151.7735294,156.2352941,163.5411765,169.24375,183.9515151,188.2588235,192.5411765,196.8529412,201.2529412,204.8787879
1981.25,0,0,622.4,193.8,3084.3,65.42712289,47.141,43.347,22.089,52.304,46.139,47.7538296,34.86,35.845,35.058,38.824,57.825,66.761,68.523,52.596,3084.3,1924,240.9,622.8,1060.2,1683,551.4,539.7,410.8,161,622.4,278.7,193.8,27.56278,194.00248,3.636,229575,0.629000008,0.477999985,184.287,7.806666851,95.1370163,89.7666626,98.26667023,70.997,58.624,15.77000046,14.9066658,0,0.208000004,0.418000013,.,.,.,.,.,.,.,.,.,.,.,.,145.0441176,150.4621622,155.8621622,164.0351351,169.5756757,175.1694444,187.75,191.7605263,195.7921052,200.0868421,204.0736842,208.1444444
1981.5,0,0,628.4,197.8,3177,66.58562656,47.713,43.523,22.761,52.42,46.1,47.7683595,37.024,35.849,35.912,35.829,57.694,66.689,69.108,52.427,3177,1963.4,251.9,629.1,1082.4,1711.5,592.8,548.8,428.4,169.7,628.4,281.4,197.8,27.69668,192.9866705,3.566,230187,0.629999995,0.479249984,183.531,7.96333313,95.85062408,92.2666626,98.93333435,72.296,59.896,16.4766674,15.05333328,-8.9,0.208000004,0.418000013,109.5095238,109.9166667,111.425,111.7625,112.9916667,112.8291667,181.552381,181.3041667,181.3916667,181.6833333,181.9291667,182.35,.,.,.,.,.,.,191.0967742,194.44,198.0228571,201.7857143,205.2714286,209.367647
1981.75,0,0,649,208.5,3194.7,67.80067489,47.119,43.194,21.126,52.621,46.136,47.85860947,35.588,35.718,36.776,32.159,58.225,67.403,70.367,52.844,3194.7,1978.2,236.8,635.7,1105.7,1741.4,582.2,557.4,447.8,188.5,649,294.1,208.5,27.81,191.8205809,3.736,230822,0.631000042,0.480499983,184.493,8.076666832,96.36961365,93.76667023,98.83333588,73.453,60.796,16.68333244,11.75,0,0.208000004,0.418000013,110.5612903,111.283871,112.1548387,112.7516129,114.083871,115.3612903,179.6096774,178.3806452,178.0709677,177.9483871,178.3419355,178.2129032,.,.,.,.,.,.,195.2906977,199.1340909,203.0534884,206.5116279,210.2372093,214.0627907
1982,0,0,658.5,213.8,3184.9,68.72006214,46.346,43.473,21.803,52.718,46.306,48.00887672,31.88,34.636,35.906,30.305,58.167,67.508,71.161,52.68,3184.9,2016.2,246.4,639.9,1129.9,1769.8,526.5,548,443.2,186.6,658.5,298.7,213.8,27.90674,188.655401,3.7,231313,0.632000029,0.481750011,181.6,8.236666679,97.01834869,94.59999847,99.69999695,74.365,62.384,17.03333282,12.81333351,-43.2,0.194000006,0.404000014,115.6884615,113.9653846,114.0730769,115.5461538,116.8846154,117.8565217,179.0961538,178.4230769,177.6653846,177.2192308,177.1038462,176.8913043,.,.,.,.,.,.,199.7666666,202.7588235,205.9088235,209.267647,212.8147059,216.3933333
1982.25,0,0,671.9,222.7,3240.9,69.55168788,46.597,43.63,21.883,52.627,46.61,48.17711187,31.852,33.425,34.622,29.349,58.506,68.12,73.141,52.846,3240.9,2042.7,249.2,638.7,1154.7,1793.4,530.8,535,432,182.5,671.9,305.1,222.7,28.00315,189.7763098,3.815,231809,0.633000016,0.48300001,182.902,8.326666832,96.92103577,95.96666718,99.80000305,75.211,63.016,16.78000069,12.42000008,0,0.194000006,0.404000014,118.0709677,116.9322581,117.3064516,118.6096774,121.616129,120.6225806,178.00625,177.159375,177.1375,176.6875,176.690625,176.559375,.,.,.,.,.,.,201.8357143,204.0023809,206.4619047,209.5809524,212.4809524,215.2309524
1982.5,0,0,684.7,228.5,3274.4,70.54311998,46.417,43.964,22.059,52.851,47.049,48.54410851,31.48,32.494,33.453,29.256,58.906,69.141,74.413,52.85,3274.4,2090.7,252.1,649.7,1188.9,1838.6,528.7,522.9,419.4,172.9,684.7,312.3,228.5,28.11946,189.2335451,3.78,232392,0.634000003,0.483999997,181.595,8.42666626,97.56977081,97.6333313,100.2333374,76.227,63.902,16.25,9.316666603,0,0.194000006,0.404000014,110.9344828,111.3068966,112.9310345,113.9551724,114.5793103,115.7068965,175.8896552,174.8896552,174.637931,174.7655172,174.4793103,174.462069,.,.,.,.,.,.,206.2525,209.3634146,212.5365854,215.2707317,218.2292683,221.3268293
1982.75,0,0,706.7,238.5,3312.5,71.3070995,46.454,44.765,23.066,53.394,47.836,49.24376376,28.677,32.441,32.78,31.398,59.923,71.185,76.541,53.217,3312.5,2152.4,264.4,656.7,1231.3,1888,482.9,522.8,411.2,168.3,706.7,327,238.5,28.282,188.2684285,3.78,232993,0.63499999,0.485000014,180.491,8.46333313,97.73195648,97.93333435,100.3333359,76.867,64.72,14.39000034,7.906666756,0,0.194000006,0.404000014,114.9285714,117.9655172,118.5,118.4103448,119.7344828,120.7793103,174.8428571,174.7827586,174.2965517,174.0344828,173.8310345,173.7448276,.,.,.,.,.,.,208.7054054,211.1,213.7351351,216.5081081,219.4297297,222.4972973
1983,0,0,716.7,241.3,3381,71.88722572,47.032,45.204,23.3,53.567,48.464,49.72224643,29.698,33.15,32.167,36.749,60.373,72.042,76.996,53.408,3381,2192.2,268.9,657,1266.3,1923.3,496.6,531.7,400.5,158.6,716.7,332.8,241.3,28.50958,189.503913,3.847,233473,0.636000037,0.486000001,181.651,8.566666603,97.602211,98,100.3666687,77.424,65.303,13.83333302,8.106666565,-30.9,0.182999998,0.391000003,122.2807692,120.4703704,121.0518518,122.7296296,125.0777778,127.716,175.0923077,174.962963,174.8259259,174.837037,174.737037,174.828,.,.,.,.,.,.,210.6805555,212.775,215.2444444,217.8583333,220.6444444,222.9774193
1983.25,0,0,729.1,248.7,3482.2,72.41157021,48.089,46.102,24.998,54.198,49.083,50.33948677,32.564,34.43,32.56,41.103,60.889,73.574,78.776,53.279,3482.2,2256.4,289.6,673,1293.7,1966.7,542.2,549.9,402.9,149.5,729.1,342.1,248.7,28.81187,191.4291769,3.877,233922,0.637000024,0.486999989,183.405,8.636666298,97.69952393,99.1333313,100.7333374,77.836,65.888,13.25,8.396666527,0,0.182999998,0.391000003,117.9633333,118.43,120.9333333,122.3866667,124.23,125.7,174.9333333,174.8666667,175.0466667,175.4566667,175.66,176.2633333,.,.,.,.,.,.,213.3525,215.545,217.8725,220.4325,223.1333333,225.8538461
1983.5,0,0,748.1,252.4,3587.1,73.15088607,49.037,46.917,25.959,55.022,49.786,51.07650101,34.754,36.488,34.032,45.174,61.946,75.639,79.314,53.7,3587.1,2326.5,302.4,688.4,1335.7,2024.1,577.7,581.9,419.5,152.6,748.1,354.1,252.4,29.1751,195.3652159,3.84,234501,0.638249993,0.488249987,186.233,8.726666451,98.6401825,100.0999985,101.7000046,78.602,66.167,13.52666664,9.140000343,0,0.182999998,0.391000003,117.9666667,120.664,122.332,124.292,126.372,128.148,174.0666667,174.624,175.172,175.792,176.356,177.252,.,.,.,.,.,.,215.03,217.221875,219.703125,222.4,225.146875,228.109375
1983.75,0,0,739.7,260,3688.1,73.68683942,50.051,47.661,27.239,55.692,50.294,51.63534208,38.413,38.625,36.236,47.083,60.899,72.99,81.355,53.667,3688.1,2379.2,319.3,696.5,1363.4,2059.9,640.7,616.8,446,156.6,739.7,342.4,260,29.596,197.9385882,3.832,235078,0.639500022,0.489499986,188.339,8.836667061,99.28891754,101.0999985,102.1999969,79.097,67.062,13.60666656,8.800000191,0,0.182999998,0.391000003,119.85,119.7137931,122.2,124.3827586,126.4965517,128.2551724,176.8206896,177.7866667,178.7333333,179.5533333,180.1966667,181.01,.,.,.,.,.,.,216.3222222,218.7648648,221.5216216,224.3486486,227.5378378,230.3216216
1984,0,0,767.2,273.9,3807.4,74.62417436,51.021,48.069,28.267,55.834,50.542,51.85027669,42.434,39.837,37.417,48.391,61.512,73.614,81.609,54.281,3807.4,2425.5,331.4,706.5,1387.6,2094.1,709.7,636.7,460.1,165.7,767.2,359.2,273.9,30.06095,201.1920123,3.892,235527,0.640750051,0.490750015,191.708,8.930000305,100.164711,102.5333328,103.3333359,79.753,67.848,13.74333286,9.170000076,-24,0.185000002,0.393000007,117.1521739,118.7523809,121.9571429,124.2190476,126.2333333,127.9894737,176.4041666,177.25,178.2272727,178.8772727,179.7363636,181.015,.,.,.,.,.,.,218.6172414,221.0266666,223.5033333,226.2033333,229.27,232.062069
1984.25,0,0,791.4,279.4,3906.3,75.26299565,51.902,48.757,28.923,57.054,50.968,52.52132286,43.865,41.475,39.278,49.287,62.838,75.924,82.477,54.984,3906.3,2484.1,341.3,722.4,1420.5,2142.9,735.1,665.8,484.4,175.8,791.4,373.9,279.4,30.55806,204.6895329,3.976,235993,0.64200002,0.492000014,194.38,9,100.9431992,103.5,104.0333328,80.299,68.455,14.69999981,9.796666145,0,0.185000002,0.393000007,114.66,121.444,124.224,126.592,128.375,129.8208333,177.86,179.1423077,180.55,181.9923077,182.66,183.204,.,.,.,.,.,.,220.7205882,223.2057143,225.8742857,228.82,231.7771428,234.9857143
1984.5,0,0,803.6,280.2,3976,75.86772759,52.407,49.133,28.932,57.098,51.632,52.98910943,44.884,42.36,40.571,48.814,63.302,75.634,82.148,55.942,3976,2522.8,342.1,724.6,1456.1,2180.7,753.5,682.1,500.7,182.5,803.6,375.2,280.2,31.06907,205.7491611,3.974,236549,0.643000007,0.493000001,195.074,9.086667061,100.813446,104.4000015,103.8000031,80.803,69.37,14.71000004,10.31999969,8,0.185000002,0.393000007,123.5909091,126.1363636,128.4772727,130.3636364,130.6190476,132.2857143,178.7909091,180.2727273,181.9090909,183.2272727,184.5454545,185.3636364,.,.,.,.,.,.,222.296,224.4692307,226.9384615,229.5538461,232.4115384,235.3076923
1984.75,0,0,825.5,292.7,4034,76.35379403,52.833,49.78,29.871,57.537,52.221,53.52748721,44.148,43.12,41.55,48.864,64.659,78.144,85.65,56.569,4034,2572,353.8,732.8,1485.3,2218.1,744.3,696.3,513.3,185.5,825.5,388.8,292.7,31.603,206.425984,3.91,237159,0.644000053,0.494000018,195.778,9.186666489,100.910759,105.3000031,103.5333328,81.22,69.925,13.60666656,8.803333282,0,0.185000002,0.393000007,126.6173913,128.9086956,129.8318182,131.2636364,133.2714286,134.8571429,181.0375,182.4304348,183.373913,184.5130435,185.4782609,186.373913,.,.,.,.,.,.,224.2774193,226.7096774,229.0548387,231.5645161,234.132258,236.883871
1985,0,0,845.6,298.2,4117.2,77.19942999,53.332,50.624,30.909,57.889,53.164,54.2850297,42.692,43.453,42.033,48.713,65.4,78.977,86.242,57.256,4117.2,2643.4,368,742.4,1533,2275.4,720,703.8,520.5,194.9,845.6,398,298.2,32.15361,208.0418956,3.901,237602,0.645000041,0.495000005,197.1,9.293333054,100.910759,106.2666702,103.2666702,81.97,70.798,13.39333344,8.183333397,8.8,0.185000002,0.398999989,129.2190476,130.4142857,132.2142857,133.9190476,135.4809524,137.1944444,181.7523809,183.7809524,184.847619,186.8857143,187.6428571,188.7722222,.,.,.,.,.,.,225.9541666,227.7958333,229.7625,232.0916667,234.5958333,236.9666667
1985.25,0,0,868.4,306,4175.7,77.63977465,53.783,51.086,31.276,58.34,53.647,54.75713298,43.429,43.999,42.631,49.102,66.867,80.904,88.731,58.439,4175.7,2687.4,373.3,752.8,1561.4,2314.2,735.3,713.7,528.5,195.2,868.4,407.6,306,32.71324,208.4659657,3.942,238074,0.646000028,0.495999992,198.264,9.369999886,101.2999954,107.2333298,103.3666687,82.303,71.407,13.0199995,7.460000038,0,0.185000002,0.398999989,132.9590909,131.3590909,132.9318182,134.8727273,136.23,137.76,181.1583333,182.775,184.3583333,185.7208333,186.7227273,187.6590909,.,.,.,.,.,.,229.1214286,231.0892857,233.2285714,235.7035714,238.3037037,240.8925926
1985.5,0,0,893.9,318,4258.3,77.95657586,54.624,52.056,33.279,58.82,54.369,55.40072996,42.949,43.645,41.979,49.725,68.603,83.617,92.308,59.565,4258.3,2755.9,396.5,760.5,1598.9,2359.4,727.2,710.9,522.2,192.2,893.9,420.7,318,33.31604,209.9990952,3.983,238679,0.646750033,0.496999979,199.138,9.430000305,100.910759,107.9000015,102.6666641,82.524,72.508,12.47000027,7.106666565,0,0.185000002,0.398999989,130.4521739,132.0695652,133.7,134.9434783,136.2,136.8045455,183.4333333,184.25,185.4166667,186.4291667,187.2083333,187.7304348,.,.,.,.,.,.,230.6870967,232.5741935,234.7580645,237.0903226,239.7903226,242.4566667
1985.75,0,0,907.7,322.5,4318.7,78.4676042,55.038,52.17,32.133,59.344,54.806,55.86006163,44.629,44.469,42.7,50.908,69.013,83.585,92.727,60.258,4318.7,2783.7,383.8,773.3,1626.6,2399.9,762.2,729.1,533.6,195.8,907.7,424.6,322.5,33.91,212.4625486,4.008,239307,0.647500038,0.497999996,200.205,9.5,101.4621811,109,103.3000031,82.932,73.825,11.97666645,7.166666508,0,0.185000002,0.398999989,139.8894737,138.4631579,138.3105263,138.8789474,140.068421,141.0526316,186.075,187.37,188.29,189.34,190.05,191.1,.,.,.,.,.,.,232.1458333,234.1916667,236.325,238.4166666,240.7125,243.25
1986,0,0,918.8,318.4,4382.4,78.86695341,55.567,52.605,32.789,60.097,54.996,56.22244206,44.537,44.533,42.113,53.084,69.759,83.141,92,61.759,4382.4,2827.2,391.6,779.3,1656.4,2435.7,763.8,733.5,527.2,191.7,918.8,421.3,318.4,34.533,213.2145498,3.933,239788,0.648249984,0.499000013,199.891,9.556666374,99.83333588,109.5666656,101.7333298,83.244,74.66,11.01666641,6.896666527,4.2,0.194000006,0.400999993,345.0473684,336.8052631,334.7473684,336.268421,336.2842105,336.8578946,401.215,405.1749999,408.005,410.19,412.58,414.225,.,.,.,.,.,.,113,113.932,114.78,115.928,116.908,118.288
1986.25,0,0,940.9,329.3,4423.2,79.28302563,55.79,53.166,33.947,60.632,55.307,56.59714693,43.548,44.427,41.059,56.03,71.242,85.792,95.469,62.514,4423.2,2859.2,407.3,767.5,1684.4,2451.9,753,737.3,517.5,174.5,940.9,434.7,329.3,35.18427,214.3802338,4.045,240271,0.648999989,0.5,200.567,9.576666832,98.09999847,109.0333328,99.83333588,83.553,75.365,10.27333355,6.139999866,0,0.194000006,0.400999993,317.9954545,320.6954545,323.9090909,326.690909,326.8045454,328.4285714,398.9636362,401.2272727,403.1636363,404.840909,406.8227272,394.3571428,.,.,.,.,.,.,113.725,114.2678571,114.9785714,115.9428571,116.9178571,118.0592592
1986.5,0,0,967.4,342.3,4491.3,79.73476779,56.328,54.095,36.843,60.758,55.753,56.94895413,42.183,44.177,40.459,56.893,72.854,89.039,99.187,63.114,4491.3,2930.6,445.7,771,1713.9,2484.9,732.5,739.5,513.5,169,967.4,451.9,342.3,35.88529,215.5490347,3.963,240854,0.649749994,0.500750005,200.916,9.603333473,97.5,109.6999969,99.3666687,83.921,76.188,10.18000031,5.523333549,0,0.194000006,0.400999993,326.6157893,326.968421,330.8315789,330.0210525,330.4210525,332.6315788,412.5263157,415.7842104,418.1052631,419.8842104,421.4578946,423.6789472,.,.,.,.,.,.,114.1333333,114.625,115.3125,116.05,116.975,117.8916666
1986.75,-89.4,0,970.2,333.2,4543.3,80.27031802,56.6,54.421,36.259,61.252,56.354,57.51945476,42.249,44.471,40.874,56.791,72.436,87.657,96.41,63.29,4543.3,2969.9,441.1,779,1749.8,2528.8,736.7,749.5,521.2,170.9,970.2,445.8,333.2,36.556,217.5703757,4.01,241467,0.6505,0.50150001,202.645,9.640000343,98.26667023,110.4666672,99.73332977,84.351,77.138,10.09333324,5.353333473,22.7,0.194000006,0.400999993,332.5499997,338.1749999,334.9399999,334.5999999,336.2849999,339.525,420.0315789,421.2526315,422.7210526,424.1736842,426.6736841,428.8421053,.,.,.,.,.,.,115,115.6583333,116.5208333,117.3,118.4125,119.4625
1987,0,0,982.4,340.7,4611.1,81.01873001,56.914,54.338,34.108,61.332,57.018,58.09976353,43.539,43.59,39.75,56.641,72.732,88.179,97.831,63.449,4611.1,3004.8,418.5,797.4,1788.9,2586.3,765,737,506.8,166.9,982.4,451.6,340.7,37.15637,219.7542647,4.04,241930,0.651250005,0.502250016,204.937,9.68999958,99.3666687,111.8000031,100.9000015,85.07,77.541,9.659999847,5.53666687,-7.2,0.185000002,0.375,378.1888888,370.1333333,370.011111,372.2388888,380.4999999,377.5875,430.7444442,433.261111,436.0944443,440.5944443,442.911111,439.4999999,.,.,.,.,.,.,115.2318182,116.1318182,117.0772727,118.2545454,119.3409091,120.4904762
1987.25,0,0,994.6,349.3,4686.7,81.48090196,57.519,55.066,35.507,61.8,57.56,58.61984015,43.6,44.37,40.703,56.89,73.192,89.403,100.183,63.446,4686.7,3071.9,439.1,812.3,1820.5,2632.8,767.6,751.1,518.2,169.6,994.6,458.6,349.3,37.75766,221.3935991,3.94,242423,0.65200001,0.503000021,205.468,9.726666451,100.5666656,113.0666656,102.5,85.437,78.056,10.35666656,5.656666756,0,0.185000002,0.375,331.8818179,335.8954545,337.790909,342.4636363,339.0999999,339.7181817,424.669565,427.1608695,428.8260869,431.1434782,432.7347826,435.4565216,.,.,.,.,.,.,116.2296296,117.4,118.5703704,119.6851852,120.8074074,122.0518518
1987.5,0,0,1002.5,355.4,4764.5,82.12106588,58.018,55.68,36.974,61.851,58.051,58.98195364,43.644,45.314,42.014,56.718,73.194,89.498,101.665,63.393,4764.5,3138.3,460.5,820.7,1857.1,2677.8,769.5,768.5,534.2,177.6,1002.5,460.5,355.4,38.36787,222.5979139,3.878,243012,0.652999997,0.503750026,206.145,9.796667099,101.4000015,114.2666702,103.6666641,86.141,78.885,10.90666676,6.04333353,-20,0.185000002,0.375,329.1999998,336.0388888,341.3055555,338.4722221,339.0166665,340.1647058,435.136842,438.0999999,440.8894736,443.8210526,446.1315788,448.4388889,.,.,.,.,.,.,117.1727273,118.3818182,119.8181818,121.0909091,122.3363636,123.5809524
1987.75,0,0,1018.1,354.5,4883.1,82.748979,59.011,55.814,35.975,61.926,58.643,59.41928913,47.048,45.308,41.916,56.996,74.08,90.829,101.522,64.012,4883.1,3173,449.9,826.8,1896.2,2723,837.8,774.7,537.2,182.7,1018.1,467.5,354.5,38.955,224.0665961,4.011,243639,0.654000044,0.504500031,209.263,9.866666794,102.0999985,115.3333359,104.1666641,86.51,79.836,11.38000011,5.863333225,0,0.185000002,0.375,337.1666664,345.6866666,338.3933332,337.8066666,339.6933332,343.6133333,437.0499997,440.025,442.7687499,445.4812499,448.1874999,451.0124999,.,.,.,.,.,.,117.8578947,118.8105263,119.7736842,120.9473684,121.9157895,123.268421
1988,-242,0,1021.9,354.4,4948.6,83.42774294,59.316,56.746,37.678,62.594,59.351,60.11148641,44.397,45.249,42.238,55.763,73.721,88.361,100.432,64.922,4948.6,3253.5,470.4,838.4,1944.7,2783.1,797.6,780.6,546.2,178.6,1021.9,460.1,354.4,39.57207,225.6137458,4.01,244131,0.655000031,0.505249977,209.722,9.923333168,102.5999985,116.2333298,104.7666702,87.294,81.296,10.75333309,5.723333359,19.1,0.187999994,0.356000006,354.6533333,342.9866666,342.3466666,343.8333332,349.6399999,345.1066666,440.6666667,443.8199999,446.1666666,449.3399999,452.5266666,455.54,.,.,.,.,.,.,118.7333333,119.7111111,120.7611111,121.8666667,123.1666667,124.5222222
1988.25,0,0,1033,353.8,5059.3,84.21219082,60.078,57.159,37.691,63.092,59.865,60.61719238,45.477,46.134,43.277,56.205,73.914,87.461,99.576,65.773,5059.3,3313,473.2,853.5,1986.3,2839.8,820.4,800.7,562.3,184.2,1033,459,353.8,40.18577,227.5005647,3.993,244610,0.656000018,0.505999982,212.665,10.01666641,103.8666687,117.5666656,106.5,87.987,82.307,10.97999954,6.210000038,0,0.187999994,0.356000006,325.8142856,332.2812499,334.1999999,338.19375,334.7375,335.38125,443.1928571,445.6125,447.9999999,450.6749999,453.13125,455.0062499,.,.,.,.,.,.,119.3470588,120.4833333,121.5722222,122.8222222,124.0555555,125.3388889
1988.5,0,0,1036.9,350.8,5142.8,85.16261509,60.388,57.609,37.2,63.527,60.66,61.3058264,45.769,46.312,43.504,56.24,73.871,86.806,98.608,66.099,5142.8,3380.4,470.4,870.8,2039.2,2910,825.7,807.5,567.5,183.5,1036.9,456.1,350.8,40.78226,227.8711438,3.947,245240,0.656750023,0.506749988,212.909,10.07999992,105.0333328,119,108,89.065,83.339,11.07333279,7.009999752,0,0.187999994,0.356000006,326.3714284,333.7133333,337.9799999,336.0266665,336.2599999,337.5666666,452.542857,454.1533332,456.9266666,459.8266666,462.84,465.1266666,.,.,.,.,.,.,120.7388889,121.9277778,123.1611111,124.4388889,125.8055555,127.05
1988.75,-58.8,0,1063.8,359.9,5251,85.80766402,61.195,58.288,38.163,64.189,61.212,61.88728495,46.375,46.776,43.962,56.734,75.372,89.413,100.687,66.939,5251,3453.3,486.2,886.3,2080.8,2967.1,842.6,823.5,579.1,184.9,1063.8,471.1,359.9,41.379,229.5360133,3.932,245884,0.657500029,0.507499993,215.169,10.1833334,106.0333328,120.3000031,108.5,89.688,83.792,10.51333332,7.726666451,0,0.187999994,0.356000006,325.853846,330.6923077,332.0230769,332.7615384,333,334.7,454.9307692,457.1538461,459.9692307,462.7923076,464.8999999,467.5153845,.,.,.,.,.,.,122.3,123.74,125.0933333,126.5066666,127.8133333,129.18
