observation_date,core_CPI_percent_change,core_CPI_annualised_percent_change,core_CPI_yearly_percent_change,core_CPI_annualised_quarterly_percent_change,10Y_Treasury_rate,log_industrial_production,PPI_commodity,3M_Treasury_rate,unemployment_rate
01/11/2017,0.15899,1.924619,2.099803,2.232101,2.35,4.61759,5.15298,1.23,4.2
01/12/2017,0.23858,2.900867,2.117186,2.492971,2.4,4.61993,4.30393,1.32,4.1
01/01/2018,0.29521,3.600623,2.157823,2.806403,2.58,4.61991,3.77556,1.41,4
01/02/2018,0.19392,2.352039,2.123101,2.949909,2.86,4.62234,4.01879,1.57,4.1
01/03/2018,0.22418,2.72356,2.366925,2.890744,2.84,4.62688,4.07311,1.7,4
01/04/2018,0.20498,2.487622,2.491592,2.520959,2.87,4.63817,3.78238,1.76,4
01/05/2018,0.17271,2.092292,2.543212,2.43416,2.98,4.6287,5.39419,1.86,3.8
01/06/2018,0.20678,2.509715,2.551897,2.363029,2.91,4.63692,5.47521,1.9,4
01/07/2018,0.17686,2.143088,2.518753,2.248196,2.89,4.63818,5.5814,1.96,3.8
01/08/2018,0.14021,1.695602,2.432443,2.115592,2.89,4.64495,4.95356,2.03,3.8
01/09/2018,0.20451,2.481869,2.462881,2.106345,3,4.64539,4.51745,2.13,3.7
01/10/2018,0.17208,2.08459,2.415236,2.086849,3.15,4.64371,4.97691,2.25,3.8
01/11/2018,0.21882,2.65769,2.476418,2.407769,3.12,4.64451,3.26697,2.33,3.8
01/12/2018,0.21878,2.657193,2.456173,2.466135,2.83,4.64482,2.39429,2.37,3.9
01/01/2019,0.2158,2.620597,2.375054,2.645159,2.71,4.63822,0.60637,2.37,4
01/02/2019,0.19479,2.3627,2.375943,2.546746,2.68,4.63303,-0.05018,2.39,3.8
01/03/2019,0.20558,2.495058,2.356946,2.492731,2.57,4.63314,0.75263,2.4,3.8
01/04/2019,0.24005,2.918921,2.392773,2.591953,2.53,4.62766,0.89865,2.38,3.7
01/05/2019,0.14153,1.711629,2.360903,2.37398,2.4,4.62906,-0.73819,2.35,3.6
01/06/2019,0.2378,2.891243,2.392597,2.505716,2.07,4.63028,-1.90989,2.17,3.6
01/07/2019,0.25838,3.145039,2.475923,2.580731,2.06,4.62503,-1.76211,2.1,3.7
01/08/2019,0.29117,3.550514,2.630398,3.195242,1.63,4.6326,-2.0649,1.95,3.6
01/09/2019,0.19722,2.392473,2.622934,3.028224,1.7,4.62947,-2.55403,1.89,3.5
01/10/2019,0.29376,3.582663,2.747596,3.173728,1.71,4.62092,-2.93255,1.65,3.6
01/11/2019,0.24264,2.950914,2.772021,2.974203,1.81,4.62644,-1.63124,1.54,3.6
01/12/2019,0.19985,2.424751,2.752609,2.985022,1.86,4.62441,-0.99502,1.54,3.6
01/01/2020,0.25274,3.07544,2.790484,2.816648,1.76,4.61845,0.10045,1.52,3.6
01/02/2020,0.20416,2.477676,2.800101,2.658866,1.5,4.62175,-1.25502,1.52,3.5
01/03/2020,0.01692,0.2032129,2.606553,1.911229,0.87,4.58094,-3.83466,0.29,4.4
01/04/2020,-0.17733,-2.107302,2.179323,0.1737051,0.66,4.43889,-8.21376,0.14,14.8
01/05/2020,-0.02036,-0.2440532,2.01414,-0.72111,0.67,4.45447,-6.49479,0.13,13.2
01/06/2020,0.21756,2.642247,1.993544,0.0779532,0.73,4.51824,-4.54319,0.16,11
01/07/2020,0.54123,6.691578,2.281283,2.990783,0.62,4.55392,-3.83657,0.13,10.2
01/08/2020,0.22436,2.725791,2.213149,4.002855,0.65,4.56361,-2.45984,0.1,8.4
01/09/2020,-0.03105,-0.3720061,1.980283,2.974654,0.68,4.56322,-1.46169,0.11,7.8
01/10/2020,0.06463,0.7783769,1.747303,1.035985,0.79,4.56981,-1.0574,0.1,6.8
01/11/2020,0.19366,2.348825,1.697582,0.9122452,0.87,4.57423,-0.35176,0.09,6.7
01/12/2020,0.10437,1.259623,1.600671,1.460152,0.93,4.58705,0.75377,0.09,6.7
01/01/2021,0.0553,0.6655785,1.400569,1.422284,1.08,4.59323,2.75966,0.08,6.4
01/02/2021,0.20867,2.532926,1.405123,1.483059,1.26,4.5592,7.0666,0.04,6.2
01/03/2021,0.2016,2.446183,1.592366,1.877914,1.61,4.58693,11.34127,0.03,6.1
01/04/2021,0.42895,5.270594,2.209393,3.408301,1.64,4.58835,17.46631,0.02,6.1
01/05/2021,0.32536,3.974966,2.562825,3.89083,1.62,4.597,19.24708,0.02,5.8
01/06/2021,0.21299,2.586057,2.558145,3.93809,1.52,4.60165,19.71757,0.04,5.9
01/07/2021,0.31129,3.800121,2.323597,3.451866,1.32,4.60584,20.12953,0.05,5.4
01/08/2021,0.233,2.832117,2.332419,3.071435,1.28,4.60558,20.13124,0.05,5.1
01/09/2021,0.24076,2.927727,2.610662,3.185737,1.37,4.59507,20.55141,0.04,4.7
01/10/2021,0.45173,5.557456,3.007604,3.764793,1.58,4.60871,22.37405,0.05,4.5
01/11/2021,0.36561,4.476626,3.184384,4.315012,1.56,4.61777,22.68633,0.05,4.1
01/12/2021,0.36832,4.510481,3.456458,4.84699,1.47,4.61705,20.36808,0.06,3.9
01/01/2022,0.5476,6.772799,3.965498,5.247844,1.76,4.61724,20.33838,0.15,4
01/02/2022,0.5121,6.321212,4.280304,5.863634,1.93,4.62346,19.97151,0.33,3.8
01/03/2022,0.4457,5.481502,4.534344,6.190488,2.13,4.63155,20.93674,0.44,3.6
01/04/2022,0.59188,7.338402,4.703935,6.377664,2.75,4.63378,21.75769,0.76,3.7
01/05/2022,0.56207,6.957301,4.950974,6.589385,2.9,4.6344,21.49889,0.98,3.6
01/06/2022,0.63824,7.933567,5.39633,7.409006,3.14,4.633,22.43381,1.49,3.6
01/07/2022,0.49631,6.121045,5.59073,7.001409,2.9,4.63522,17.43541,2.23,3.5
01/08/2022,0.57529,7.126101,5.951312,7.057669,2.9,4.63638,15.4793,2.63,3.6
01/09/2022,0.61609,7.64878,6.348017,6.963428,3.52,4.63989,13.6712,3.13,3.5
01/10/2022,0.4186,5.140487,6.312946,6.63296,3.98,4.63903,10.22852,3.72,3.6
01/11/2022,0.46908,5.776424,6.422543,6.183245,3.89,4.63576,8.16731,4.15,3.6
01/12/2022,0.47737,5.881211,6.538167,5.598866,3.62,4.62327,6.86133,4.25,3.5
01/01/2023,0.49984,6.165691,6.487554,5.940981,3.53,4.63228,5.5889,4.54,3.4
01/02/2023,0.54744,6.770738,6.525,6.2719,3.75,4.63279,2.37829,4.65,3.6
01/03/2023,0.3193,3.899589,6.390946,5.604742,3.66,4.63292,-1.13532,4.69,3.5
01/04/2023,0.47207,5.814199,6.264224,5.488069,3.46,4.6369,-3.16686,4.92,3.4
01/05/2023,0.28861,3.5188,5.975255,4.406051,3.57,4.63454,-7.16594,5.14,3.7
01/06/2023,0.26924,3.279158,5.586684,4.197818,3.75,4.6287,-9.41692,5.16,3.6
01/07/2023,0.3241,3.959304,5.405751,3.585371,3.9,4.63543,-6.77222,5.25,3.5
01/08/2023,0.35246,4.312506,5.172225,3.849436,4.17,4.63565,-4.40222,5.3,3.8
01/09/2023,0.41284,5.068087,4.95977,4.44561,4.38,4.63772,-3.34605,5.32,3.8
01/10/2023,0.34508,4.220505,4.882928,4.53301,4.8,4.63062,-3.72329,5.34,3.8
01/11/2023,0.28263,3.444797,4.688293,4.242355,4.5,4.63363,-3.91439,5.27,3.7
01/12/2023,0.34886,4.267526,4.554396,3.976924,4.02,4.63114,-3.11403,5.24,3.7
01/01/2024,0.5474406,6.7707381,4.6039224,4.8181896,4.06,4.61989,-3.42816,5.22,3.7
01/02/2024,0.3544082,4.3367848,4.4031024,5.1186047,4.21,4.63207,-1.44702,5.24,3.9
01/03/2024,0.4212579,5.1738772,4.5092125,5.4223094,4.21,4.63004,-0.76519,5.24,3.8
01/04/2024,0.3789873,4.6438518,4.4123945,4.7176008,4.54,4.62846,0.02725,5.24,3.9
01/05/2024,0.1825958,2.2132888,4.3020234,4.0023108,4.48,4.63453,0.64769,5.25,4
01/06/2024,0.1969981,2.3897603,4.2268758,3.0763905,4.31,4.63719,0.80911,5.24,4.1
01/07/2024,0.2644959,3.2205322,4.1649508,2.6069222,4.25,4.63019,1.37333,5.2,4.3
01/08/2024,0.2934582,3.578896,4.1037059,3.0618577,3.87,4.63554,-0.87318,5.05,4.2
01/09/2024,0.3232956,3.9492788,4.0108733,3.5824752,3.72,4.63014,-2.41143,4.72,4.1
01/10/2024,0.3012616,3.6756454,3.965451,3.7344882,4.1,4.62607,-0.79548,4.51,4.1
01/11/2024,0.1949462,2.3646004,3.8745456,3.3275204,4.36,4.6246,0.21752,4.42,4.2
