observation_date,core_CPI_percent_change,core_CPI_annualised_percent_change,core_CPI_yearly_percent_change,core_CPI_annualised_quarterly_percent_change,10Y_Treasury_rate,log_industrial_production,PPI_commodity,3M_Treasury_rate,unemployment_rate
01/01/1913,,,,,,,,,
01/02/1913,,,,,,,,,
01/03/1913,,,,,,,,,
01/04/1913,,,,,,,,,
01/05/1913,,,,,,,,,
01/06/1913,,,,,,,,,
01/07/1913,,,,,,,,,
01/08/1913,,,,,,,,,
01/09/1913,,,,,,,,,
01/10/1913,,,,,,,,,
01/11/1913,,,,,,,,,
01/12/1913,,,,,,,,,
01/01/1914,,,,,,,-2.47934,,
01/02/1914,,,,,,,-1.66667,,
01/03/1914,,,,,,,-2.5,,
01/04/1914,,,,,,,-2.5,,
01/05/1914,,,,,,,-2.52101,,
01/06/1914,,,,,,,-2.52101,,
01/07/1914,,,,,,,-3.33333,,
01/08/1914,,,,,,,0,,
01/09/1914,,,,,,,-0.81967,,
01/10/1914,,,,,,,-4.09836,,
01/11/1914,,,,,,,-3.30579,,
01/12/1914,,,,,,,-2.52101,,
01/01/1915,,,,,,,0,,
01/02/1915,,,,,,,0,,
01/03/1915,,,,,,,0.8547,,
01/04/1915,,,,,,,0.8547,,
01/05/1915,,,,,,,2.58621,,
01/06/1915,,,,,,,1.72414,,
01/07/1915,,,,,,,2.58621,,
01/08/1915,,,,,,,-1.66667,,
01/09/1915,,,,,,,-2.47934,,
01/10/1915,,,,,,,3.4188,,
01/11/1915,,,,,,,5.12821,,
01/12/1915,,,,,,,10.34483,,
01/01/1916,,,,,,,12.71186,,
01/02/1916,,,,,,,14.40678,,
01/03/1916,,,,,,,17.79661,,
01/04/1916,,,,,,,19.49153,,
01/05/1916,,,,,,,19.32773,,
01/06/1916,,,,,,,21.18644,,
01/07/1916,,,,,,,21.0084,,
01/08/1916,,,,,,,24.57627,,
01/09/1916,,,,,,,27.11864,,
01/10/1916,,,,,,,29.75207,,
01/11/1916,,,,,,,36.58537,,
01/12/1916,,,,,,,33.59375,,
01/01/1917,,,,,,,32.33083,,
01/02/1917,,,,,,,33.33333,,
01/03/1917,,,,,,,33.09353,,
01/04/1917,,,,,,,39.71631,,
01/05/1917,,,,,,,46.47887,,
01/06/1917,,,,,,,46.85315,,
01/07/1917,,,,,,,47.22222,,
01/08/1917,,,,,,,46.2585,,
01/09/1917,,,,,,,42,,
01/10/1917,,,,,,,34.3949,,
01/11/1917,,,,,,,26.19048,,
01/12/1917,,,,,,,23.97661,,
01/01/1918,,,,,,,22.72727,,
01/02/1918,,,,,,,17.22222,,
01/03/1918,,,,,,,17.83784,,
01/04/1918,,,,,,,12.18274,,
01/05/1918,,,,,,,6.25,,
01/06/1918,,,,,,,5.71429,,
01/07/1918,,,,,,,7.07547,,
01/08/1918,,,,,,,7.90698,,
01/09/1918,,,,,,,11.26761,,
01/10/1918,,,,,,,11.37441,,
01/11/1918,,,,,,,10.84906,,
01/12/1918,,,,,,,10.84906,,
01/01/1919,,,,,,1.58215,7.40741,,
01/02/1919,,,,,,1.53695,6.16114,,
01/03/1919,,,,,,1.50763,3.66972,,
01/04/1919,,,,,,1.52532,3.61991,,
01/05/1919,,,,,,1.53115,5.42986,,
01/06/1919,,,,,,1.59315,5.40541,,
01/07/1919,,,,,,1.65152,7.04846,,
01/08/1919,,,,,,1.66686,7.32759,,
01/09/1919,,,,,,1.64635,2.53165,,
01/10/1919,,,,,,1.63592,3.82979,,
01/11/1919,,,,,,1.6201,5.95745,,
01/12/1919,,,,,,1.63592,10.6383,,
01/01/1920,,,,,,1.72599,17.24138,,
01/02/1920,,,,,,1.72599,20.98214,,
01/03/1920,,,,,,1.70667,20.79646,,
01/04/1920,,,,,,1.65152,24.45415,,
01/05/1920,,,,,,1.67697,23.60515,,
01/06/1920,,,,,,1.68695,22.64957,,
01/07/1920,,,,,,1.66176,17.69547,,
01/08/1920,,,,,,1.66686,11.64659,,
01/09/1920,,,,,,1.63067,10.28807,,
01/10/1920,,,,,,1.58766,2.04918,,
01/11/1920,,,,,,1.50165,-7.63052,,
01/12/1920,,,,,,1.43991,-20,,
01/01/1921,,,,,,1.38088,-27.94118,,
01/02/1921,,,,,,1.36039,-33.21033,,
01/03/1921,,,,,,1.33242,-35.16484,,
01/04/1921,,,,,,1.33242,-40.35088,,
01/05/1921,,,,,,1.36039,-42.36111,,
01/06/1921,,,,,,1.35346,-43.90244,,
01/07/1921,,,,,,1.34649,-43.70629,,
01/08/1921,,,,,,1.38088,-42.08633,,
01/09/1921,,,,,,1.38759,-39.92537,,
01/10/1921,,,,,,1.44626,-34.93976,,
01/11/1921,,,,,,1.43351,-29.56522,,
01/12/1921,,,,,,1.42708,-23.07692,,
01/01/1922,,,,,,1.46506,-19.89796,,
01/02/1922,,,,,,1.50763,-11.60221,,
01/03/1922,,,,,,1.55981,-9.60452,,
01/04/1922,,,,,,1.52532,-5.29412,,
01/05/1922,,,,,,1.5766,0,,
01/06/1922,,,,,,1.62541,3.10559,,
01/07/1922,,,,,,1.62541,6.21118,,
01/08/1922,,,,,,1.604,5.59006,,
01/09/1922,,,,,,1.65665,6.21118,,
01/10/1922,,,,,,1.71153,6.17284,,
01/11/1922,,,,,,1.7543,6.79012,,
01/12/1922,,,,,,1.78181,8.125,,
01/01/1923,,,,,,1.75893,12.10191,,
01/02/1923,,,,,,1.77273,11.25,,
01/03/1923,,,,,,1.8042,12.5,,
01/04/1923,,,,,,1.82608,11.18012,,
01/05/1923,,,,,,1.83898,5.42169,,
01/06/1923,,,,,,1.83039,4.21687,,
01/07/1923,,,,,,1.82174,-0.5848,,
01/08/1923,,,,,,1.8042,-0.58824,,
01/09/1923,,,,,,1.78181,0.5848,,
01/10/1923,,,,,,1.77729,-0.5814,,
01/11/1923,,,,,,1.77729,-1.7341,,
01/12/1923,,,,,,1.7543,-2.31214,,
01/01/1924,,,,,,1.77729,-2.27273,,
01/02/1924,,,,,,1.7953,-3.37079,,
01/03/1924,,,,,,1.77729,-5.55556,,
01/04/1924,,,,,,1.74495,-6.70391,,
01/05/1924,,,,,,1.70178,-5.71429,,
01/06/1924,,,,,,1.65665,-5.20231,,
01/07/1924,,,,,,1.64115,-2.94118,,
01/08/1924,,,,,,1.67697,-1.18343,,
01/09/1924,,,,,,1.71153,-2.90698,,
01/10/1924,,,,,,1.73551,-1.16959,,
01/11/1924,,,,,,1.7543,0.58824,,
01/12/1924,,,,,,1.78181,3.5503,,
01/01/1925,,,,,,1.813,2.90698,,
01/02/1925,,,,,,1.813,4.06977,,
01/03/1925,,,,,,1.813,5.29412,,
01/04/1925,,,,,,1.82174,4.79042,,
01/05/1925,,,,,,1.81738,6.06061,,
01/06/1925,,,,,,1.8086,7.92683,,
01/07/1925,,,,,,1.83469,9.09091,,
01/08/1925,,,,,,1.81738,7.18563,,
01/09/1925,,,,,,1.8042,6.58683,,
01/10/1925,,,,,,1.84324,5.32544,,
01/11/1925,,,,,,1.8643,5.26316,,
01/12/1925,,,,,,1.87671,1.71429,,
01/01/1926,,,,,,1.86012,0.56497,,
01/02/1926,,,,,,1.86012,-1.67598,,
01/03/1926,,,,,,1.87259,-3.35196,,
01/04/1926,,,,,,1.87259,-1.14286,,
01/05/1926,,,,,,1.8643,-1.14286,,
01/06/1926,,,,,,1.87671,-2.25989,,
01/07/1926,,,,,,1.88082,-5,,
01/08/1926,,,,,,1.89305,-4.46927,,
01/09/1926,,,,,,1.90911,-3.37079,,
01/10/1926,,,,,,1.90911,-3.93258,,
01/11/1926,,,,,,1.90512,-5.55556,,
01/12/1926,,,,,,1.90111,-5.05618,,
01/01/1927,,,,,,1.89708,-7.86517,,
01/02/1927,,,,,,1.90512,-5.68182,,
01/03/1927,,,,,,1.91704,-4.62428,,
01/04/1927,,,,,,1.89305,-5.78035,,
01/05/1927,,,,,,1.90111,-6.35838,,
01/06/1927,,,,,,1.89708,-6.35838,,
01/07/1927,,,,,,1.88492,-5.26316,,
01/08/1927,,,,,,1.88492,-4.09357,,
01/09/1927,,,,,,1.86846,-3.48837,,
01/10/1927,,,,,,1.84749,-2.33918,,
01/11/1927,,,,,,1.84749,-2.35294,,
01/12/1927,,,,,,1.85171,-1.77515,,
01/01/1928,,,,,,1.87259,1.21951,,
01/02/1928,,,,,,1.88082,-0.60241,,
01/03/1928,,,,,,1.88899,0,,
01/04/1928,,,,,,1.88492,2.45399,,
01/05/1928,,,,,,1.89708,3.7037,,
01/06/1928,,,,,,1.90512,3.08642,,
01/07/1928,,,,,,1.91704,3.7037,,
01/08/1928,,,,,,1.93661,2.43902,,
01/09/1928,,,,,,1.94434,2.40964,,
01/10/1928,,,,,,1.96339,0,,
01/11/1928,,,,,,1.98208,-0.60241,,
01/12/1928,,,,,,2.00043,-0.60241,,
01/01/1929,,,,,,2.01486,-0.60241,,
01/02/1929,,,,,,2.01127,-0.60606,,
01/03/1929,,,,,,2.01486,0.60606,,
01/04/1929,,,,,,2.03263,-1.1976,,
01/05/1929,,,,,,2.05008,-2.97619,,
01/06/1929,,,,,,2.05698,-1.79641,,
01/07/1929,,,,,,2.07063,-1.19048,,
01/08/1929,,,,,,2.06041,-1.19048,,
01/09/1929,,,,,,2.05353,-2.35294,,
01/10/1929,,,,,,2.03614,-1.79641,,
01/11/1929,,,,,,1.98578,-2.42424,,
01/12/1929,,,,,,1.94048,-2.42424,,
01/01/1930,,,,,,1.94048,-3.63636,,
01/02/1930,,,,,,1.93661,-4.26829,,
01/03/1930,,,,,,1.92099,-6.62651,,
01/04/1930,,,,,,1.91309,-6.06061,,
01/05/1930,,,,,,1.89708,-6.13497,,
01/06/1930,,,,,,1.86846,-8.53659,,
01/07/1930,,,,,,1.82174,-12.6506,,
01/08/1930,,,,,,1.79976,-12.6506,,
01/09/1930,,,,,,1.78181,-12.6506,,
01/10/1930,,,,,,1.7543,-12.80488,,
01/11/1930,,,,,,1.73077,-13.04348,,
01/12/1930,,,,,,1.70667,-14.90683,,
01/01/1931,,,,,,1.70178,-15.09434,,
01/02/1931,,,,,,1.70667,-15.92357,,
01/03/1931,,,,,,1.72599,-15.48387,,
01/04/1931,,,,,,1.73077,-16.77419,,
01/05/1931,,,,,,1.71637,-17.64706,,
01/06/1931,,,,,,1.69192,-17.33333,,
01/07/1931,,,,,,1.67697,-14.48276,,
01/08/1931,,,,,,1.64115,-14.48276,,
01/09/1931,,,,,,1.59315,-15.17241,,
01/10/1931,,,,,,1.55414,-15.38462,,
01/11/1931,,,,,,1.5427,-13.57143,,
01/12/1931,,,,,,1.53695,-13.86861,,
01/01/1932,,,,,,1.50763,-14.07407,,
01/02/1932,,,,,,1.48351,-13.63636,,
01/03/1932,,,,,,1.47126,-12.9771,,
01/04/1932,,,,,,1.40094,-12.4031,,
01/05/1932,,,,,,1.36726,-11.90476,,
01/06/1932,,,,,,1.33242,-11.29032,,
01/07/1932,,,,,,1.30365,-10.48387,,
01/08/1932,,,,,,1.33242,-9.67742,,
01/09/1932,,,,,,1.39429,-8.13008,,
01/10/1932,,,,,,1.42708,-8.26446,,
01/11/1932,,,,,,1.42708,-9.09091,,
01/12/1932,,,,,,1.40754,-8.47458,,
01/01/1933,,,,,,1.38759,-9.48276,,
01/02/1933,,,,,,1.39429,-9.64912,,
01/03/1933,,,,,,1.33242,-8.77193,,
01/04/1933,,,,,,1.40094,-7.9646,,
01/05/1933,,,,,,1.55414,-2.7027,,
01/06/1933,,,,,,1.69686,1.81818,,
01/07/1933,,,,,,1.78633,7.20721,,
01/08/1933,,,,,,1.74495,7.14286,,
01/09/1933,,,,,,1.68695,7.9646,,
01/10/1933,,,,,,1.63592,10.81081,,
01/11/1933,,,,,,1.5766,11.81818,,
01/12/1933,,,,,,1.58215,12.96296,,
01/01/1934,,,,,,1.61476,18.09524,0.72,
01/02/1934,,,,,,1.66176,23.30097,0.62,
01/03/1934,,,,,,1.70667,22.11538,0.24,
01/04/1934,,,,,,1.70667,22.11538,0.15,
01/05/1934,,,,,,1.72599,17.59259,0.16,
01/06/1934,,,,,,1.70667,15.17857,0.15,
01/07/1934,,,,,,1.63592,8.40336,0.15,
01/08/1934,,,,,,1.62541,10,0.19,
01/09/1934,,,,,,1.56544,9.83607,0.21,
01/10/1934,,,,,,1.6094,7.31707,0.27,
01/11/1934,,,,,,1.6201,7.31707,0.25,
01/12/1934,,,,,,1.68196,9.01639,0.23,
01/01/1935,,,,,,1.75893,9.67742,0.2,
01/02/1935,,,,,,1.77729,7.87402,0.19,
01/03/1935,,,,,,1.77273,7.87402,0.15,
01/04/1935,,,,,,1.7543,8.66142,0.15,
01/05/1935,,,,,,1.7543,8.66142,0.15,
01/06/1935,,,,,,1.76815,6.97674,0.15,
01/07/1935,,,,,,1.76815,6.20155,0.15,
01/08/1935,,,,,,1.80418,5.30303,0.16,
01/09/1935,,,,,,1.83039,3.73134,0.2,
01/10/1935,,,,,,1.86012,5.30303,0.2,
01/11/1935,,,,,,1.88082,5.30303,0.16,
01/12/1935,,,,,,1.89304,5.26316,0.15,
01/01/1936,,,,,,1.87671,2.20588,0.2,
01/02/1936,,,,,,1.85171,1.45985,0.2,
01/03/1936,,,,,,1.8643,0,0.2,
01/04/1936,,,,,,1.92492,-0.72464,0.2,
01/05/1936,,,,,,1.94434,-2.17391,0.2,
01/06/1936,,,,,,1.96339,-0.72464,0.2,
01/07/1936,,,,,,1.98208,1.45985,0.15,
01/08/1936,,,,,,1.99678,0.71942,0.2,
01/09/1936,,,,,,2.01486,0.71942,0.16,
01/10/1936,,,,,,2.02911,0.71942,0.13,
01/11/1936,,,,,,2.05698,2.15827,0.11,
01/12/1936,,,,,,2.08743,3.57143,0.12,
01/01/1937,,,,,,2.08409,6.47482,0.17,
01/02/1937,,,,,,2.09739,7.19424,0.15,
01/03/1937,,,,,,2.12022,10.21898,0.38,
01/04/1937,,,,,,2.12022,10.94891,0.56,
01/05/1937,,,,,,2.12345,11.85185,0.41,
01/06/1937,,,,,,2.1105,9.48905,0.36,
01/07/1937,,,,,,2.117,9.35252,0.28,
01/08/1937,,,,,,2.1105,7.85714,0.29,
01/09/1937,,,,,,2.07739,7.85714,0.31,
01/10/1937,,,,,,2.00043,5,0.2,
01/11/1937,,,,,,1.89708,1.40845,0.09,
01/12/1937,,,,,,1.80418,-2.75862,0.11,
01/01/1938,,,,,,1.78181,-5.40541,0.1,
01/02/1938,,,,,,1.77273,-7.38255,0.08,
01/03/1938,,,,,,1.77273,-9.27152,0.08,
01/04/1938,,,,,,1.7543,-11.18421,0.09,
01/05/1938,,,,,,1.73077,-10.59603,0.05,
01/06/1938,,,,,,1.74024,-10,0.05,
01/07/1938,,,,,,1.7953,-10.52632,0.07,
01/08/1938,,,,,,1.84749,-11.25828,0.06,
01/09/1938,,,,,,1.87671,-10.59603,0.08,
01/10/1938,,,,,,1.90111,-8.84354,0.05,
01/11/1938,,,,,,1.94048,-6.94444,0.04,
01/12/1938,,,,,,1.95201,-5.67376,0.03,
01/01/1939,,,,,,1.95201,-5,0.03,
01/02/1939,,,,,,1.9596,-3.62319,0.03,
01/03/1939,,,,,,1.96339,-3.64964,0.03,
01/04/1939,,,,,,1.9596,-2.96296,0.03,
01/05/1939,,,,,,1.9558,-2.96296,0.03,
01/06/1939,,,,,,1.97836,-3.7037,0.03,
01/07/1939,,,,,,2.00768,-4.41176,0.04,
01/08/1939,,,,,,2.02201,-3.73134,0.05,
01/09/1939,,,,,,2.08075,0.74074,0.14,
01/10/1939,,,,,,2.12986,2.23881,0.05,
01/11/1939,,,,,,2.15509,1.49254,0.05,
01/12/1939,,,,,,2.15509,3.00752,0.04,
01/01/1940,,,,,,2.14256,3.00752,0.01,
01/02/1940,,,,,,2.1105,2.25564,0.02,
01/03/1940,,,,,,2.08743,2.27273,0.02,
01/04/1940,,,,,,2.10724,3.05344,0.02,
01/05/1940,,,,,,2.13622,3.05344,0.06,
01/06/1940,,,,,,2.16748,3.07692,0.1,
01/07/1940,,,,,,2.17972,3.07692,0.05,
01/08/1940,,,,,,2.18577,3.87597,0.04,
01/09/1940,,,,,,2.2067,-1.47059,0.05,
01/10/1940,,,,,,2.22139,-0.72993,0.02,
01/11/1940,,,,,,2.24444,0.73529,0.02,
01/12/1940,,,,,,2.27806,0.72993,0.02,
01/01/1941,,,,,,2.30255,1.45985,0.02,
01/02/1941,,,,,,2.33169,2.20588,0.04,
01/03/1941,,,,,,2.36254,3.7037,0.11,
01/04/1941,,,,,,2.36507,6.66667,0.1,
01/05/1941,,,,,,2.40952,8.14815,0.11,
01/06/1941,,,,,,2.41674,11.9403,0.12,
01/07/1941,,,,,,2.42866,14.1791,0.12,
01/08/1941,,,,,,2.44044,16.41791,0.13,
01/09/1941,,,,,,2.44044,17.91045,0.1,
01/10/1941,,,,,,2.44976,16.91176,0.09,
01/11/1941,,,,,,2.4544,16.05839,0.28,
01/12/1941,,,,,,2.47043,17.3913,0.33,
01/01/1942,,,,,,2.49068,18.70504,0.27,
01/02/1942,,,,,,2.50834,20.14388,0.25,
01/03/1942,,,,,,2.51922,20,0.25,
01/04/1942,,,,,,2.49068,18.05556,0.32,
01/05/1942,,,,,,2.4929,16.43836,0.37,
01/06/1942,,,,,,2.49512,13.33333,0.37,
01/07/1942,,,,,,2.51922,11.11111,0.38,
01/08/1942,,,,,,2.54907,9.61538,0.38,
01/09/1942,,,,,,2.57192,8.86076,0.38,
01/10/1942,,,,,,2.60424,8.1761,0.38,
01/11/1942,,,,,,2.62782,8.80503,0.38,
01/12/1942,,,,,,2.65086,7.40741,0.38,
01/01/1943,,,,,,2.6603,6.06061,0.38,
01/02/1943,,,,,,2.68627,5.98802,0.38,
01/03/1943,,,,,,2.69357,5.95238,0.38,
01/04/1943,,,,,,2.70622,5.29412,0.38,
01/05/1943,,,,,,2.71338,5.29412,0.38,
01/06/1943,,,,,,2.70802,5.29412,0.38,
01/07/1943,,,,,,2.73802,4.70588,0.38,
01/08/1943,,,,,,2.75868,4.09357,0.38,
01/09/1943,,,,,,2.78391,3.48837,0.38,
01/10/1943,,,,,,2.79875,3.48837,0.38,
01/11/1943,,,,,,2.81176,2.31214,0.38,
01/12/1943,,,,,,2.79875,2.29885,0.38,
01/01/1944,,,,,,2.81014,1.71429,0.38,
01/02/1944,,,,,,2.8182,0.56497,0.38,
01/03/1944,,,,,,2.81659,0.5618,0.38,
01/04/1944,,,,,,2.81659,0,0.38,
01/05/1944,,,,,,2.81014,0,0.38,
01/06/1944,,,,,,2.8069,0.55866,0.38,
01/07/1944,,,,,,2.80528,0.5618,0.38,
01/08/1944,,,,,,2.8182,0.5618,0.38,
01/09/1944,,,,,,2.81176,0.5618,0.38,
01/10/1944,,,,,,2.81499,0.5618,0.38,
01/11/1944,,,,,,2.8069,1.69492,0.38,
01/12/1944,,,,,,2.80365,1.1236,0.38,
01/01/1945,,,,,,2.79383,1.68539,0.38,
01/02/1945,,,,,,2.79053,1.68539,0.38,
01/03/1945,,,,,,2.78391,1.11732,0.38,
01/04/1945,,,,,,2.76547,1.67598,0.38,
01/05/1945,,,,,,2.73802,2.23464,0.38,
01/06/1945,,,,,,2.71516,1.66667,0.38,
01/07/1945,,,,,,2.69176,2.23464,0.38,
01/08/1945,,,,,,2.58213,1.67598,0.38,
01/09/1945,,,,,,2.48845,1.11732,0.38,
01/10/1945,,,,,,2.44744,1.67598,0.38,
01/11/1945,,,,,,2.48397,2.22222,0.38,
01/12/1945,,,,,,2.48845,2.22222,0.38,
01/01/1946,,,,,,2.43103,1.65746,0.38,
01/02/1946,,,,,,2.38011,2.20994,0.38,
01/03/1946,,,,,,2.47948,3.8674,0.38,
01/04/1946,,,,,,2.4613,4.3956,0.38,
01/05/1946,,,,,,2.42391,4.37158,0.38,
01/06/1946,,,,,,2.48397,6.01093,0.38,
01/07/1946,,,,,,2.51705,17.48634,0.38,
01/08/1946,,,,,,2.55327,21.97802,0.38,
01/09/1946,,,,,,2.57192,18.23204,0.38,
01/10/1946,,,,,,2.59023,26.92308,0.38,
01/11/1946,,,,,,2.59626,30.97826,0.38,
01/12/1946,,,,,,2.60225,32.06522,0.38,
01/01/1947,,,,,,2.61414,33.15217,0.38,
01/02/1947,,,,,,2.62003,33.51351,0.38,
01/03/1947,,,,,,2.62588,34.57447,0.38,
01/04/1947,,,,,,2.61807,32.10526,0.38,
01/05/1947,,,,,,2.62198,30.89005,0.38,
01/06/1947,,,,,,2.62198,28.86598,0.38,
01/07/1947,,,,,,2.6161,17.67442,0.66,
01/08/1947,,,,,,2.62198,15.31532,0.75,
01/09/1947,,,,,,2.62976,21.96262,0.8,
01/10/1947,,,,,,2.63941,14.28571,0.85,
01/11/1947,,,,,,2.65275,10.78838,0.92,
01/12/1947,,,,,,2.65653,11.93416,0.95,
01/01/1948,,,,,,2.66217,13.06122,0.97,3.4
01/02/1948,,,,,,2.66405,10.12146,1,3.8
01/03/1948,,,,,,2.65276,7.50988,1,4
01/04/1948,,,,,,2.65464,9.16335,1,3.9
01/05/1948,,,,,,2.67151,10,1,3.5
01/06/1948,,,,,,2.68444,10.8,1,3.6
01/07/1948,,,,,,2.68444,10.67194,1,3.6
01/08/1948,,,,,,2.68076,10.15625,1.06,3.9
01/09/1948,,,,,,2.67337,7.66284,1.09,3.8
01/10/1948,,,,,,2.68077,5.30303,1.12,3.7
01/11/1948,,,,,,2.66779,4.11985,1.14,3.8
01/12/1948,,,,,,2.65842,1.47059,1.16,4
01/01/1949,,,,,,2.64896,-1.44404,1.17,4.3
01/02/1949,,,,,,2.63941,-1.47059,1.17,4.7
01/03/1949,,,,,,2.62003,-1.47059,1.17,5
01/04/1949,,,,,,2.61414,-3.28467,1.17,5.3
01/05/1949,,,,,,2.60026,-4.36364,1.17,6.1
01/06/1949,,,,,,2.59827,-6.13718,1.17,6.2
01/07/1949,,,,,,2.59626,-7.14286,1.02,6.7
01/08/1949,,,,,,2.60623,-7.80142,1.04,6.8
01/09/1949,,,,,,2.6161,-7.11744,1.07,6.6
01/10/1949,,,,,,2.57806,-6.47482,1.05,7.9
01/11/1949,,,,,,2.60424,-6.47482,1.08,6.4
01/12/1949,,,,,,2.62198,-6.15942,1.1,6.6
01/01/1950,,,,,,2.63941,-5.12821,1.07,6.5
01/02/1950,,,,,,2.64323,-2.61194,1.12,6.4
01/03/1950,,,,,,2.67522,-2.61194,1.12,6.3
01/04/1950,,,,,,2.70802,-1.50943,1.15,5.8
01/05/1950,,,,,,2.73104,0.38023,1.16,5.5
01/06/1950,,,,,,2.76038,2.30769,1.15,5.4
01/07/1950,,,,,,2.79218,5,1.16,5
01/08/1950,,,,,,2.82301,7.30769,1.2,4.5
01/09/1950,,,,,,2.81659,8.81226,1.3,4.4
01/10/1950,,,,,,2.823,10,1.31,4.2
01/11/1950,,,,,,2.82141,11.53846,1.36,4.2
01/12/1950,,,,,,2.83886,14.67181,1.34,4.3
01/01/1951,,,,,,2.84199,17.76062,1.34,3.7
01/02/1951,,,,,,2.84825,18.3908,1.36,3.4
01/03/1951,,,,,,2.85291,18.3908,1.4,3.4
01/04/1951,,,,,,2.85446,18.00766,1.47,3.1
01/05/1951,,,,,,2.85135,16.28788,1.55,3
01/06/1951,,,,,,2.84669,14.66165,1.45,3.2
01/07/1951,,,,,,2.83096,10.98901,1.56,3.1
01/08/1951,,,,,,2.82141,7.8853,1.62,3.1
01/09/1951,,,,,,2.82779,5.98592,1.63,3.3
01/10/1951,,,,,,2.82619,5.24476,1.54,3.5
01/11/1951,,,,,,2.83412,3.7931,1.56,3.5
01/12/1951,,,,,,2.84042,1.3468,1.73,3.1
01/01/1952,,,,,,2.85135,-1.63934,1.57,3.2
01/02/1952,,,,,,2.85754,-3.55987,1.54,3.1
01/03/1952,,,,,,2.86063,-3.55987,1.59,2.9
01/04/1952,,,,,,2.85135,-3.8961,1.57,2.9
01/05/1952,,,,,,2.84199,-3.58306,1.67,3
01/06/1952,,,,,,2.83254,-3.27869,1.7,3
01/07/1952,,,,,,2.81659,-2.31023,1.81,3.2
01/08/1952,,,,,,2.87892,-0.99668,1.83,3.4
01/09/1952,,,,,,2.91453,-1.66113,1.71,3.1
01/10/1952,,,,,,2.92469,-1.99336,1.74,3
01/11/1952,,,,,,2.94469,-2.65781,1.85,2.8
01/12/1952,,,,,,2.95033,-3.32226,2.09,2.7
01/01/1953,,,,,,2.95314,-3,1.96,2.9
01/02/1953,,,,,,2.95873,-2.34899,1.97,2.6
01/03/1953,,,,,,2.96707,-2.01342,2.01,2.6
01/04/1953,,,,,2.83,2.9712,-2.02703,2.19,2.7
01/05/1953,,,,,3.05,2.9767,-1.68919,2.16,2.5
01/06/1953,,,,,3.11,2.97258,-1.69492,2.11,2.5
01/07/1953,,,,,2.93,2.98488,-0.67568,2.04,2.6
01/08/1953,,,,,2.95,2.97944,-1.67785,2.04,2.7
01/09/1953,,,,,2.87,2.95873,-0.67568,1.79,2.9
01/10/1953,,,,,2.66,2.95033,-1.01695,1.38,3.1
01/11/1953,,,,,2.68,2.92613,-0.68259,1.44,3.5
01/12/1953,,,,,2.59,2.90133,0.34364,1.6,4.5
01/01/1954,,,,,2.48,2.89392,1.03093,1.18,4.9
01/02/1954,,,,,2.47,2.89688,0.68729,0.97,5.2
01/03/1954,,,,,2.37,2.89093,0.34247,1.03,5.7
01/04/1954,,,,,2.29,2.88495,1.37931,0.97,5.9
01/05/1954,,,,,2.37,2.89093,1.03093,0.76,5.9
01/06/1954,,,,,2.38,2.89392,0.68966,0.64,5.6
01/07/1954,,,,,2.3,2.8954,-0.34014,0.72,5.8
01/08/1954,,,,,2.36,2.89392,0,0.92,6
01/09/1954,,,,,2.38,2.8954,-0.68027,1.01,6.1
01/10/1954,,,,,2.43,2.90722,-0.34247,0.98,5.7
01/11/1954,,,,,2.48,2.92324,0.34364,0.93,5.3
01/12/1954,,,,,2.51,2.93616,-0.68493,1.15,5
01/01/1955,,,,,2.61,2.95873,-0.68027,1.22,4.9
01/02/1955,,,,,2.65,2.9712,0,1.17,4.7
01/03/1955,,,,,2.68,2.99435,-0.3413,1.28,4.6
01/04/1955,,,,,2.75,3.00639,-0.34014,1.59,4.7
01/05/1955,,,,,2.76,3.02222,-1.02041,1.45,4.3
01/06/1955,,,,,2.78,3.02353,0.34247,1.41,4.2
01/07/1955,,,,,2.9,3.03135,0,1.6,4
01/08/1955,,,,,2.97,3.03005,0.3413,1.9,4.2
01/09/1955,,,,,2.97,3.03652,1.36986,2.07,4.1
01/10/1955,,,,,2.88,3.05315,1.71821,2.23,4.3
01/11/1955,,,,,2.89,3.05569,1.0274,2.24,4.2
01/12/1955,,,,,2.96,3.05948,1.72414,2.54,4.2
01/01/1956,,,,,2.9,3.06576,1.71233,2.41,4
01/02/1956,,,,,2.84,3.05695,1.70648,2.32,3.9
01/03/1956,,,,,2.96,3.05695,2.39726,2.25,4.2
01/04/1956,,,,,3.18,3.06451,2.73038,2.6,4
01/05/1956,,,,,3.07,3.05569,4.12371,2.61,4.3
01/06/1956,,,,,3,3.04679,3.41297,2.49,4.3
01/07/1956,,,,,3.11,3.01566,3.07167,2.31,4.4
01/08/1956,,,,,3.33,3.05569,3.40136,2.6,4.1
01/09/1956,,,,,3.38,3.07822,3.37838,2.84,3.9
01/10/1956,,,,,3.34,3.08684,3.37838,2.9,3.9
01/11/1956,,,,,3.49,3.07822,4.0678,2.99,4.3
01/12/1956,,,,,3.59,3.09296,4.40678,3.21,4.2
01/01/1957,,,,,3.46,3.0893,4.3771,3.11,4.2
01/02/1957,,,,,3.34,3.09904,4.02685,3.1,3.9
01/03/1957,,,,,3.41,3.09783,3.67893,3.08,3.7
01/04/1957,,,,,3.48,3.08439,3.32226,3.07,3.9
01/05/1957,,,,,3.6,3.08069,2.31023,3.06,4.1
