observation_date,CORESTICKM157SFRBATL,CORESTICKM158SFRBATL,CORESTICKM159SFRBATL,CORESTICKM679SFRBATL,GS10,INDPRO_LOG,PPIACO_PC1,TB3MS,UNRATE
1975-12-01,0.6442476,8.0108765,7.6851891,8.4223868,8.00,3.74588,4.18848,5.44,8.2
1976-01-01,0.7855237,9.8443905,7.6910424,9.1567463,7.74,3.75906,4.35540,4.87,7.9
1976-02-01,0.5231426,6.4615266,7.3736663,8.0967627,7.79,3.76909,4.72028,4.88,7.7
1976-03-01,0.5230418,6.4602452,7.3348137,7.5769792,7.73,3.77111,5.44815,5.00,7.6
1976-04-01,0.2582001,3.1427823,6.8474602,5.3431574,7.56,3.77624,5.39130,4.86,7.7
1976-05-01,0.3997674,4.9041038,6.9658871,4.8269445,7.90,3.78035,5.00864,5.20,7.4
1976-06-01,0.5622869,6.9600732,6.8710170,4.9907417,7.86,3.78140,5.51724,5.41,7.6
1976-07-01,0.6708738,8.3542776,7.0885938,6.7300575,7.83,3.78702,4.94037,5.23,7.8
1976-08-01,0.5685576,7.0401368,7.3525266,7.4495999,7.77,3.79383,4.06780,5.14,7.8
1976-09-01,0.5528503,6.8396923,7.0921835,7.4092741,7.59,3.79709,4.04040,5.08,7.6
1976-10-01,0.4147050,5.0915505,6.8783739,6.3201779,7.41,3.79684,3.51171,4.92,7.7
1976-11-01,0.5177403,6.3928892,6.6122290,6.1054464,7.29,3.81210,4.20168,4.75,7.8
1976-12-01,0.2519581,3.0657499,6.1966776,4.8411051,6.87,3.82278,4.69012,4.35,7.8
1977-01-01,0.6452837,8.0242208,6.0489082,5.8073987,7.21,3.81586,4.84140,4.62,7.5
1977-02-01,0.5263711,6.5025641,6.0523141,5.8437434,7.39,3.83159,6.01002,4.67,7.6
1977-03-01,0.5709793,7.0710714,6.1028884,7.1974492,7.46,3.84408,6.83333,4.60,7.4
1977-04-01,0.7096495,8.8561614,6.5806557,7.4719369,7.37,3.85380,7.09571,4.54,7.2
1977-05-01,0.5508519,6.8142150,6.7410414,7.5766640,7.46,3.86159,7.23684,4.96,7.0
1977-06-01,0.7310911,9.1345991,6.9202174,8.2633618,7.28,3.86925,6.20915,5.02,7.2
1977-07-01,0.6340907,7.8801451,6.8811508,7.9388229,7.33,3.87060,5.68182,5.19,6.9
1977-08-01,0.5229422,6.4589789,6.8326722,7.8190312,7.40,3.87153,5.86319,5.49,7.0
1977-09-01,0.5912682,7.3305613,6.8734894,7.2216303,7.34,3.87556,5.66343,5.81,6.8
1977-10-01,0.4867276,5.9996525,6.9501446,6.5949702,7.52,3.87710,5.97738,6.16,6.8
1977-11-01,0.5641265,6.9835559,6.9994991,6.7697658,7.58,3.87899,6.12903,6.10,6.8
1977-12-01,0.5934661,7.3587074,7.3639926,6.7790980,7.69,3.88068,5.92000,6.07,6.4
1978-01-01,0.6527785,8.1207912,7.3719877,7.4866447,7.96,3.86600,6.36943,6.44,6.4
1978-02-01,0.4973923,6.1347283,7.3410355,7.2016165,8.03,3.87141,6.29921,6.45,6.3
1978-03-01,0.6577087,8.1843606,7.4336032,7.4757300,8.04,3.89051,6.24025,6.29,6.3
1978-04-01,0.6910928,8.6157113,7.4138075,7.6394695,8.15,3.91017,6.31741,6.29,6.1
1978-05-01,0.7658607,9.5875018,7.6434914,8.7942777,8.35,3.91504,6.59509,6.41,6.0
1978-06-01,0.7644730,9.5693931,7.6791641,9.2565907,8.46,3.92148,7.69231,6.73,5.9
1978-07-01,0.8524766,10.7232464,7.9128385,9.9587256,8.64,3.92073,8.14132,7.01,6.2
1978-08-01,0.7686362,9.6237288,8.1765946,9.9708409,8.41,3.92473,8.30769,7.08,5.9
1978-09-01,0.9628051,12.1855440,8.5761482,10.8392112,8.42,3.92717,8.72894,7.85,6.0
1978-10-01,0.9127493,11.5199224,9.0364656,11.1044129,8.64,3.93481,9.45122,7.99,5.8
1978-11-01,0.7255833,9.0630130,9.2115248,10.9146592,8.81,3.94247,9.57447,8.64,5.9
1978-12-01,0.4520679,5.5617488,9.0580126,8.6873105,9.01,3.94751,9.81873,9.08,6.0
1979-01-01,0.6643186,8.2696406,9.0705163,7.6209747,9.10,3.94207,10.47904,9.35,5.9
1979-02-01,0.9588654,12.1330242,9.5713563,8.6214516,9.10,3.94697,10.96296,9.32,5.9
1979-03-01,0.7530543,9.4204876,9.6751452,9.9291725,9.12,3.95005,11.30690,9.48,5.8
1979-04-01,0.9149295,11.5488394,9.9189535,11.0279733,9.18,3.93818,11.44928,9.46,5.8
1979-05-01,0.9156753,11.5587321,10.0823766,10.8381046,9.25,3.94697,11.51079,9.61,5.6
1979-06-01,0.9354583,11.8214486,10.2691732,11.6429353,8.91,3.94713,11.42857,9.06,5.7
1979-07-01,1.0675675,13.5904340,10.5043474,12.3199274,8.95,3.94551,12.50000,9.24,5.7
1979-08-01,1.1620379,14.8711149,10.9357574,13.4207643,9.03,3.93897,13.06818,9.52,6.0
1979-09-01,1.0064586,12.7690009,10.9837230,13.7402319,9.33,3.93890,13.94366,10.26,5.9
1979-10-01,1.1614868,14.8636051,11.2572842,14.1636041,10.30,3.94580,14.34540,11.70,6.0
1979-11-01,1.3315306,17.2020558,11.9265883,14.9306338,10.65,3.94418,14.56311,11.79,5.9
1979-12-01,1.1768726,15.0734187,12.7341867,15.7082244,10.39,3.94487,14.71802,12.04,6.0
1980-01-01,1.3211162,17.0575917,13.4697357,16.4402895,10.80,3.95017,15.44715,12.00,6.3
1980-02-01,1.0743157,13.6814793,13.5994927,15.2625187,12.41,3.95054,16.02136,12.86,6.3
1980-03-01,1.4024308,18.1899071,14.3316674,16.2938007,12.75,3.94634,15.43536,15.20,6.3
1980-04-01,1.2887653,16.6098739,14.7552050,16.1453457,11.47,3.92631,14.17425,13.20,6.9
1980-05-01,1.2323188,15.8324435,15.1152728,16.8733013,10.18,3.90150,13.93548,8.58,7.5
1980-06-01,1.5131902,19.7483986,15.7741667,17.3847698,9.78,3.88851,13.71795,7.07,7.6
1980-07-01,-0.3647664,-4.2904400,14.1334102,9.9052446,10.25,3.88137,14.01515,8.06,7.8
1980-08-01,0.3953011,4.8481175,13.2683595,6.3151665,11.10,3.88456,14.94975,9.13,7.7
1980-09-01,0.8454033,10.6300956,13.0877526,3.5451468,11.51,3.90112,13.34981,10.27,7.5
1980-10-01,1.1582987,14.8201744,13.0841888,10.0231418,11.75,3.91374,13.03289,11.62,7.5
1980-11-01,1.1401414,14.5731030,12.8706018,13.3247375,12.68,3.93027,12.83293,13.73,7.5
1980-12-01,1.0107256,12.8261817,12.6852520,14.0696886,12.84,3.93685,12.47002,15.49,7.2
1981-01-01,0.7212459,9.0066702,12.0181006,12.1110827,12.57,3.93051,11.73709,15.02,7.5
1981-02-01,0.3625522,4.4384370,11.2292712,8.7028947,13.19,3.92639,10.58688,14.79,7.4
1981-03-01,0.5728912,7.0954996,10.3193415,6.8304078,13.12,3.93145,10.85714,13.36,7.4
1981-04-01,0.7298514,9.1184829,9.7105966,6.8669221,13.68,3.92723,11.61731,13.69,7.2
1981-05-01,1.1331853,14.4785798,9.6031606,10.1872280,14.10,3.93291,11.32503,16.30,7.5
1981-06-01,1.1510569,14.7215752,9.2121676,12.7429042,13.47,3.93811,11.04848,14.73,7.5
1981-07-01,1.4836286,19.3306069,11.2382303,16.1556648,14.28,3.94460,9.63455,14.95,7.2
1981-08-01,0.9192275,11.6058629,11.8187421,15.1758219,14.94,3.94333,8.19672,15.51,7.4
1981-09-01,1.2153679,15.5999096,12.2289637,15.4690123,15.32,3.93853,7.74264,14.70,7.6
1981-10-01,0.2905523,3.5428879,11.2662519,10.1340456,15.15,3.93077,6.57328,13.54,7.9
1981-11-01,0.4654723,5.7309089,10.5240353,8.1666164,13.39,3.91909,6.00858,10.86,8.3
1981-12-01,0.4000008,4.9070306,9.8557917,4.7230489,13.72,3.90819,5.33049,10.85,8.5
1982-01-01,0.3673894,4.4988561,9.4698434,5.0443502,14.59,3.88748,4.72689,12.28,8.6
1982-02-01,0.4267145,5.2424763,9.5398280,4.8823468,14.43,3.90769,3.85016,13.48,8.9
1982-03-01,-0.0233466,-0.2797992,8.8904305,3.1245136,13.86,3.90092,2.68041,12.68,9.0
1982-04-01,0.9062546,11.4338247,9.0811249,5.3570851,13.87,3.89164,1.63265,12.70,9.3
1982-05-01,1.1070587,14.1241922,9.0529450,8.2412085,13.62,3.88500,1.52594,12.09,9.4
1982-06-01,0.9890068,12.5354133,8.8782355,12.6924069,14.30,3.88242,1.52284,12.47,9.6
1982-07-01,0.5619382,6.9556238,7.8893862,11.1621277,13.95,3.87903,1.41414,11.35,9.8
1982-08-01,0.3951344,4.8460294,7.3290957,8.0641415,13.06,3.86991,1.31313,8.68,9.8
1982-09-01,-0.0572873,-0.6852859,5.9795682,3.6548760,12.34,3.86732,1.21457,7.92,10.1
1982-10-01,0.2899658,3.5356227,5.9789485,2.5380675,10.91,3.85773,1.31446,7.71,10.4
1982-11-01,-0.1738572,-2.0664520,5.3045330,0.2332076,10.55,3.85456,1.51822,8.07,10.8
1982-12-01,-0.6067474,-7.0428425,4.2486052,-1.9529101,10.54,3.84741,1.72065,7.94,10.8
1983-01-01,0.5368385,6.6357165,4.4246070,-0.9839330,10.46,3.86577,0.50150,7.86,10.4
1983-02-01,0.3609420,4.4183307,4.3562161,1.1550162,10.72,3.85964,0.70140,8.11,10.4
1983-03-01,0.1971116,2.3911510,4.5863315,4.4673603,10.51,3.86792,0.80321,8.35,10.3
1983-04-01,0.5216685,6.4427931,4.1877195,4.4043221,10.40,3.88050,0.80321,8.21,10.2
1983-05-01,0.2312940,2.8111097,3.2852709,3.8658815,10.38,3.88664,1.00200,8.19,10.1
1983-06-01,0.3018252,3.6826367,2.5824644,4.3007538,10.85,3.89271,1.00000,8.79,10.1
1983-07-01,0.3539737,4.3313647,2.3703214,3.6064968,11.38,3.90749,0.89641,9.08,9.4
1983-08-01,0.3195460,3.9026676,2.2932458,3.9718743,11.85,3.91928,1.49551,9.34,9.5
1983-09-01,0.3292904,4.0238411,2.6889154,4.0858015,11.65,3.93366,2.00000,9.00,9.2
1983-10-01,0.4350695,5.3475926,2.8374900,4.4226555,11.54,3.94139,1.99601,8.64,8.8
1983-11-01,0.4659570,5.7370296,3.4966047,5.0335883,11.69,3.94586,1.79462,8.76,8.5
1983-12-01,0.3142042,3.8362960,4.4555769,4.9704285,11.83,3.95080,1.79104,9.00,8.3
1984-01-01,0.5516835,6.8248157,4.4710005,5.4587976,11.67,3.97046,2.69461,8.90,8.0
1984-02-01,0.3976780,4.8779091,4.5092410,5.1724006,11.84,3.97497,2.68657,9.09,7.8
1984-03-01,0.3213503,3.9250950,4.6388265,5.2023726,12.32,3.97973,3.48606,9.52,7.8
1984-04-01,0.5152831,6.3616833,4.6321796,5.0501195,12.63,3.98571,3.58566,9.69,7.7
1984-05-01,0.2904803,3.5419969,4.6939646,4.6021769,13.41,3.99103,3.27381,9.83,7.4
1984-06-01,0.3775895,4.6263676,4.7730466,4.8369302,13.56,3.99466,2.97030,9.87,7.2
1984-07-01,0.4579130,5.6354824,4.8815629,4.5977883,13.36,3.99744,2.86278,10.12,7.5
1984-08-01,0.4499315,5.5348117,5.0178776,5.2645737,12.72,3.99864,1.96464,10.47,7.5
1984-09-01,0.4291565,5.2731899,5.1224107,5.4810508,12.52,3.99581,1.37255,10.37,7.3
1984-10-01,0.4005049,4.9133513,5.0862329,5.2401425,12.16,3.99540,1.17417,9.74,7.4
1984-11-01,0.3370520,4.1204516,4.9513998,4.7678895,11.57,3.99873,1.56709,8.61,7.2
1984-12-01,0.3939740,4.8314881,5.0348571,4.6211569,11.50,3.99922,1.17302,8.06,7.3
1985-01-01,0.2449137,2.9788780,4.7144098,3.9741351,11.38,3.99870,0.48591,7.76,7.3
1985-02-01,0.5373550,6.6422904,4.8600924,4.8068794,11.51,4.00163,0.09690,8.27,7.2
1985-03-01,0.4077254,5.0039279,4.9503752,4.8643144,11.86,4.00309,-0.76997,8.52,7.2
1985-04-01,0.3165280,3.8651635,4.7428503,5.1642929,11.43,4.00089,-0.67308,7.95,7.3
1985-05-01,0.5598811,6.9293718,5.0242111,5.2585759,10.85,4.00259,-0.57637,7.48,7.2
1985-06-01,0.3951373,4.8460657,5.0425712,5.2058011,10.16,4.00206,-0.67308,6.95,7.4
1985-07-01,0.3545187,4.3381631,4.9344581,5.3652609,10.31,3.99703,-0.95969,7.08,7.4
1985-08-01,0.4470503,5.4984924,4.9314483,4.8931658,10.33,4.00026,-1.05973,7.14,7.1
1985-09-01,0.2767948,3.3725729,4.7722561,4.3994607,10.37,4.00396,-1.25725,7.10,7.1
1985-10-01,0.5012147,6.1831801,4.8773511,5.0112358,10.24,4.00045,-0.48356,7.16,7.1
1985-11-01,0.5829560,7.2241808,5.1343823,5.5807146,9.78,4.00391,-0.28930,7.24,7.0
1985-12-01,0.2803812,3.4169472,5.0154258,5.5958198,9.26,4.01377,0.09662,7.10,7.0
1986-01-01,0.4983788,6.1472311,5.2809529,5.5839017,9.19,4.01900,-0.19342,7.07,6.7
1986-02-01,0.3733936,4.5738972,5.1092554,4.7067209,8.70,4.01211,-1.54889,7.06,7.2
1986-03-01,0.5063290,6.2480400,5.2124761,5.6535993,7.78,4.00502,-2.71581,6.56,7.2
1986-04-01,0.4501956,5.5381411,5.3526674,5.4511257,7.30,4.00615,-3.58180,6.06,7.1
1986-05-01,0.2467930,3.0020469,5.0246571,4.9201109,7.71,4.00806,-3.38164,6.15,7.2
1986-06-01,0.3972677,4.8727662,5.0268857,4.4654485,7.80,4.00416,-3.29138,6.21,7.2
1986-07-01,0.2910174,3.5486509,4.9604279,3.8048570,7.30,4.01036,-3.68217,5.83,7.0
1986-08-01,0.3159685,3.8582132,4.8234563,4.0916769,7.17,4.00865,-3.31061,5.53,6.9
1986-09-01,0.3954572,4.8500746,4.9474991,4.0841688,7.45,4.01139,-2.64447,5.21,7.0
1986-10-01,0.4381674,5.3865912,4.8816625,4.6963760,7.43,4.01564,-3.10982,5.18,7.0
1986-11-01,0.2890090,3.5237698,4.5751528,4.5838743,7.25,4.01955,-3.48162,5.35,6.9
1986-12-01,0.3568634,4.3674213,4.6549106,4.4231515,7.11,4.02906,-3.76448,5.53,6.6
1987-01-01,0.3420441,4.1826321,4.4921100,4.0239767,7.08,4.02519,-2.61628,5.43,6.6
1987-02-01,0.3346069,4.0900078,4.4517318,4.2132899,7.25,4.03843,-0.68830,5.59,6.6
1987-03-01,0.3372523,4.1229451,4.2760179,4.1318546,7.25,4.03978,0.89731,5.59,6.6
1987-04-01,0.5418892,6.7000186,4.3712037,4.9639083,8.02,4.04629,2.30924,5.64,6.3
1987-05-01,0.3027974,3.6946968,4.4295123,4.8308631,8.61,4.05252,2.60000,5.66,6.3
1987-06-01,0.1650657,1.9988708,4.1879845,4.1131217,8.40,4.05786,3.10310,5.67,6.2
1987-07-01,0.2821439,3.4387634,4.1787661,3.0413983,8.45,4.06461,4.12475,5.69,6.1
1987-08-01,0.4260160,5.2336931,4.2930512,3.5486637,8.76,4.07207,4.53172,6.04,6.0
1987-09-01,0.4078560,5.0055674,4.3059313,4.5562871,9.42,4.07599,4.32596,6.40,5.9
1987-10-01,0.4873250,6.0072149,4.3569820,5.4146216,9.52,4.08935,4.41324,6.13,6.0
1987-11-01,0.2627098,3.1984696,4.3296160,4.7306187,8.86,4.09427,4.40882,5.69,5.8
1987-12-01,0.3204386,3.9137617,4.2917492,4.3663710,8.99,4.09974,4.51354,5.77,5.7
1988-01-01,0.4204428,5.1636342,4.3732340,4.0887923,8.67,4.09948,4.07960,5.81,5.7
1988-02-01,0.3369087,4.1186674,4.3756285,4.3972562,8.21,4.10450,3.76238,5.66,5.7
1988-03-01,0.4000338,4.9074448,4.4409369,4.7289699,8.37,4.10669,3.65613,5.70,5.7
1988-04-01,0.4793517,5.9063231,4.3759742,4.9749316,8.72,4.11264,3.82728,5.91,5.4
1988-05-01,0.3572640,4.3724207,4.4326526,5.0601424,9.09,4.11062,3.80117,6.26,5.6
1988-06-01,0.3957048,4.8531775,4.6731182,5.0420239,8.92,4.11352,4.07767,6.46,5.4
1988-07-01,0.3087311,3.7683335,4.7008696,4.3303661,9.06,4.11367,4.25121,6.73,5.4
1988-08-01,0.4004892,4.9131553,4.6742562,4.5102281,9.26,4.11866,4.04624,7.06,5.6
1988-09-01,0.4528869,5.5720776,4.7212005,4.7485339,8.98,4.11543,4.24301,7.24,5.4
1988-10-01,0.3785932,4.6389216,4.6078874,5.0406557,8.80,4.11983,3.93852,7.35,5.4
1988-11-01,0.3921172,4.8082236,4.7429030,5.0056243,8.96,4.12236,3.93474,7.76,5.3
1988-12-01,0.3655802,4.4762550,4.7900347,4.6410456,9.11,4.12689,4.60653,8.07,5.3
1989-01-01,0.3803540,4.6609505,4.7482015,4.6483882,9.09,4.12984,5.64054,8.27,5.4
1989-02-01,0.3707525,4.5408827,4.7835332,4.5593347,9.17,4.12538,5.72519,8.53,5.2
1989-03-01,0.3683010,4.5102467,4.7504149,4.5706731,9.36,4.12795,6.29171,8.82,5.0
1989-04-01,0.3528039,4.3167711,4.6184880,4.4559197,9.18,4.12760,6.14367,8.65,5.2
1989-05-01,0.4764628,5.8697895,4.7427480,4.8966663,8.86,4.12207,6.29108,8.43,5.2
1989-06-01,0.3979671,4.8815339,4.7451082,5.0207395,8.28,4.12205,5.31716,8.15,5.3
1989-07-01,0.4511325,5.5499545,4.8938076,5.4329545,8.02,4.11234,4.54124,7.88,5.2
1989-08-01,0.3625293,4.4381500,4.8541488,4.9555520,8.11,4.12204,3.70370,7.90,5.2
1989-09-01,0.2763635,3.3672385,4.6698912,4.4479799,8.19,4.11870,3.97780,7.75,5.3
1989-10-01,0.5061808,6.2461603,4.8029334,4.6771226,8.01,4.11743,4.25139,7.64,5.3
1989-11-01,0.3869784,4.7438638,4.7975688,4.7791609,7.87,4.12079,4.06279,7.69,5.4
1989-12-01,0.3956883,4.8529702,4.8290064,5.2787833,7.84,4.12647,3.66972,7.63,5.4
1990-01-01,0.4539924,5.5860207,4.9059083,5.0602871,8.21,4.12123,3.98190,7.64,5.4
1990-02-01,0.3818998,4.6802924,4.9175592,5.0390283,8.47,4.13028,3.24910,7.74,5.3
1990-03-01,0.6303873,7.8325142,5.1915248,6.0246938,8.59,4.13503,2.42152,7.90,5.2
1990-04-01,0.4343334,5.3383270,5.2769854,5.9417213,8.79,4.13278,1.60285,7.77,5.4
1990-05-01,0.3712373,4.5469414,5.1667324,5.8967162,8.76,4.13573,1.23675,7.74,5.4
1990-06-01,0.5926836,7.3486857,5.3706977,5.7380978,8.48,4.13913,1.24004,7.73,5.2
1990-07-01,0.5902286,7.3172518,5.5166060,6.3961391,8.47,4.13746,1.50709,7.62,5.5
1990-08-01,0.6665797,8.2988280,5.8362708,7.6539601,8.75,4.14108,4.01786,7.45,5.7
1990-09-01,0.3655103,4.4753809,5.9303603,6.6847689,8.89,4.14129,5.33808,7.36,5.9
1990-10-01,0.3810783,4.6700129,5.7985062,5.8002432,8.72,4.13512,7.09220,7.17,5.9
1990-11-01,0.2774830,3.3810868,5.6831082,4.1739451,8.39,4.12257,6.56610,7.06,6.2
1990-12-01,0.3652740,4.4724291,5.6510921,4.1729640,8.08,4.11559,5.04425,6.74,6.3
1991-01-01,0.6101136,7.5721067,5.8152904,5.1269715,8.09,4.11225,3.56832,6.22,6.4
1991-02-01,0.4265513,5.2404238,5.8623588,5.7534761,7.85,4.10493,2.44755,5.94,6.6
1991-03-01,0.2614927,3.1834373,5.4742846,5.3167425,8.11,4.09929,1.75131,5.91,6.8
1991-04-01,0.2456764,2.9882798,5.2761604,3.7990697,8.04,4.10186,1.66521,5.65,6.7
1991-05-01,0.3200253,3.9086249,5.2224459,3.3593567,8.07,4.11184,1.65794,5.46,6.9
1991-06-01,0.3175544,3.8779175,4.9346539,3.5907265,8.28,4.11987,1.83727,5.57,6.9
1991-07-01,0.3781448,4.6333134,4.7134104,4.1393678,8.27,4.12261,1.39738,5.58,6.8
1991-08-01,0.3586430,4.3896312,4.3930945,4.2998119,7.90,4.12275,-0.25751,5.33,6.9
1991-09-01,0.4140622,5.0834782,4.4435948,4.7017467,7.65,4.13095,-1.94257,5.22,6.9
1991-10-01,0.2324890,2.8258199,4.2889920,4.0953495,7.53,4.12990,-3.64238,4.99,7.0
1991-11-01,0.3358343,4.1052889,4.3496776,4.0007500,7.42,4.12858,-3.08077,4.56,7.0
1991-12-01,0.3626675,4.4398766,4.3469677,3.7879917,7.09,4.12400,-2.35889,4.07,7.3
1992-01-01,0.3260070,3.9829969,4.0523087,4.1758752,7.03,4.11875,-2.85714,3.80,7.3
1992-02-01,0.2426472,2.9509417,3.8617651,3.7894000,7.34,4.12583,-1.02389,3.84,7.4
1992-03-01,0.3716174,4.5516929,3.9758443,3.8264267,7.54,4.13421,-0.08606,4.04,7.4
1992-04-01,0.3330208,4.0702637,4.0664388,3.8554638,7.48,4.14186,0.25862,3.75,7.4
1992-05-01,0.1850381,2.2431953,3.9264105,3.6169281,7.39,4.14515,0.60086,3.63,7.6
1992-06-01,0.2536320,3.0864024,3.8601886,3.1305857,7.26,4.14571,1.37457,3.66,7.8
1992-07-01,0.2903688,3.5406152,3.7693677,2.9553326,6.84,4.15473,1.55039,3.21,7.7
1992-08-01,0.2220380,2.6972362,3.6281201,3.1075087,6.59,4.14915,1.29088,3.13,7.6
1992-09-01,0.1438295,1.7396729,3.3492378,2.6565374,6.42,4.15235,1.63652,2.91,7.6
1992-10-01,0.5105204,6.3012228,3.6359146,3.5608925,6.59,4.15916,1.46048,2.86,7.3
1992-11-01,0.3295947,4.0276269,3.6294697,4.0061682,6.87,4.16298,1.20275,3.13,7.4
1992-12-01,0.2162270,2.6258049,3.4782626,4.3072533,6.77,4.16449,1.46678,3.22,7.4
1993-01-01,0.3746705,4.5898627,3.5284551,3.7444693,6.60,4.16842,2.07612,3.00,7.3
1993-02-01,0.2749859,3.3501981,3.5618538,3.5187837,6.26,4.17325,2.06897,2.93,7.1
1993-03-01,0.1511976,1.8295359,3.3344281,3.2503558,5.98,4.17227,2.23945,2.95,7.0
1993-04-01,0.4008028,4.9170871,3.4042378,3.3579216,5.97,4.17504,2.57954,2.87,7.1
1993-05-01,0.3095365,3.7783320,3.5327367,3.5004469,6.04,4.17131,2.13311,2.96,7.1
1993-06-01,0.2890634,3.5244434,3.5693269,4.0715297,5.96,4.17358,1.27119,3.07,7.0
1993-07-01,0.1483034,1.7942283,3.4226167,3.0285486,5.81,4.17614,1.10263,3.04,6.9
1993-08-01,0.3055646,3.7290312,3.5088108,3.0122311,5.68,4.17503,0.84962,3.02,6.8
1993-09-01,0.2730601,3.3263825,3.6423837,2.9464955,5.36,4.18014,0.59322,2.95,6.7
1993-10-01,0.2994508,3.6531876,3.4247373,3.5693863,5.33,4.18758,0.84674,3.02,6.8
1993-11-01,0.3407891,4.1669975,3.4362771,3.7149457,5.72,4.19222,1.01868,3.10,6.6
1993-12-01,0.3249330,3.9696395,3.5484759,3.9297260,5.77,4.19800,0.85034,3.06,6.5
1994-01-01,0.2072483,2.5155249,3.3757599,3.5480937,5.75,4.20109,0.93220,2.98,6.6
1994-02-01,0.3139417,3.8330356,3.4159204,3.4373160,5.97,4.20173,0.76014,3.25,6.6
1994-03-01,0.3005593,3.6669347,3.5701509,3.3368334,6.48,4.21169,0.84246,3.50,6.5
1994-04-01,0.1916517,2.3242175,3.3543975,3.2725134,6.97,4.21760,0.33529,3.68,6.4
1994-05-01,0.1844683,2.2362169,3.2255329,2.7403766,7.18,4.22225,0.16708,4.14,6.1
1994-06-01,0.2591450,3.1544481,3.1947385,2.5707948,7.10,4.22895,0.83682,4.14,6.1
1994-07-01,0.1862895,2.2585214,3.2338801,2.5488387,7.30,4.23021,1.25839,4.33,6.1
1994-08-01,0.3763325,4.6106463,3.3067141,3.3366674,7.24,4.23683,2.10615,4.48,6.0
1994-09-01,0.2221674,2.6988272,3.2542816,3.1843009,7.46,4.23979,1.93766,4.62,5.9
1994-10-01,0.2120095,2.5739905,3.1642643,3.2903003,7.74,4.24789,1.51134,4.95,5.8
1994-11-01,0.3057918,3.7318507,3.1282822,3.0002520,7.96,4.25460,2.10084,5.29,5.6
1994-12-01,0.1042635,1.2583612,2.9014466,2.5164182,7.81,4.26447,2.78246,5.60,5.5
1995-01-01,0.4436467,5.4556037,3.1442008,3.4675648,7.78,4.26638,3.19060,5.71,5.6
1995-02-01,0.2943926,3.5904762,3.1241001,3.4205386,7.47,4.26515,3.52054,5.77,5.4
1995-03-01,0.3427526,4.1914601,3.1674812,4.4096256,7.20,4.26661,3.50877,5.73,5.4
1995-04-01,0.3268399,3.9933561,3.3066846,3.9247965,7.06,4.26484,4.09357,5.65,5.8
1995-05-01,0.2316090,2.8149874,3.3552945,3.6648161,6.63,4.26969,4.17014,5.67,5.6
1995-06-01,0.2368233,2.8791894,3.3322835,3.2277635,6.17,4.27295,3.98340,5.47,5.6
1995-07-01,0.2392907,2.9095830,3.3869490,2.8679123,6.28,4.26877,3.81110,5.42,5.7
1995-08-01,0.2318579,2.8180511,3.2381411,2.8689341,6.49,4.28182,3.21782,5.40,5.7
1995-09-01,0.3324064,4.0626166,3.3516975,3.2618677,6.20,4.28571,3.47107,5.28,5.6
1995-10-01,0.3210129,3.9209007,3.4641161,3.5990256,6.04,4.28405,3.63937,5.28,5.5
1995-11-01,0.2242053,2.7238897,3.3799607,3.5673904,5.93,4.28658,3.20988,5.36,5.6
1995-12-01,0.1041364,1.2568196,3.3798295,2.6280822,5.71,4.28996,3.11731,5.14,5.6
1996-01-01,0.3438107,4.2046454,3.2770751,2.7214023,5.65,4.28457,2.76648,5.00,5.6
1996-02-01,0.2777487,3.3843745,3.2599362,2.9410884,5.81,4.29893,2.18623,4.83,5.5
1996-03-01,0.2208610,2.6827644,3.1345010,3.4220588,6.27,4.29748,2.01776,4.96,5.5
1996-04-01,0.2006485,2.4345315,3.0047781,2.8331045,6.51,4.30743,2.24719,4.95,5.6
1996-05-01,0.2734456,3.3311500,3.0477722,2.8154546,6.74,4.31501,2.56205,5.02,5.6
1996-06-01,0.2407262,2.9272699,3.0517846,2.8969971,6.91,4.32244,2.15483,5.09,5.3
1996-07-01,0.2739550,3.3374489,3.0874215,3.1984444,6.87,4.32246,2.15483,5.15,5.5
1996-08-01,0.2280190,2.7708059,3.0834733,3.0115647,6.64,4.32751,2.55795,5.05,5.1
1996-09-01,0.3125673,3.8159645,3.0630902,3.3071896,6.83,4.33376,2.39617,5.09,5.2
1996-10-01,0.2048399,2.4859619,2.9437418,3.0226608,6.53,4.33357,2.15483,4.99,5.2
1996-11-01,0.2598857,3.1635939,2.9803904,3.1537441,6.20,4.34247,2.23285,5.03,5.4
1996-12-01,0.1780444,2.1575798,3.0564220,2.6015244,6.30,4.34869,2.70485,4.91,5.4
1997-01-01,0.2035944,2.4706765,2.9124152,2.5964233,6.58,4.35045,2.69200,5.03,5.3
1997-02-01,0.1706133,2.0666816,2.8024649,2.2314996,6.42,4.36215,1.82250,5.01,5.2
1997-03-01,0.2716947,3.3095004,2.8546081,2.6143157,6.69,4.36843,0.71203,5.14,5.2
1997-04-01,0.2555077,3.1095494,2.9109204,2.8271302,6.89,4.36926,-0.31397,5.16,5.1
1997-05-01,0.2337719,2.8416143,2.8702031,3.0867098,6.71,4.37487,-0.54645,5.05,4.9
1997-06-01,0.2000361,2.4270192,2.8284456,2.7923440,6.49,4.37949,-0.62500,4.93,5.0
1997-07-01,0.1996418,2.4221829,2.7522393,2.5634172,6.22,4.38784,-0.85938,5.05,4.9
1997-08-01,0.1318720,1.5939922,2.6536708,2.1469796,6.30,4.39793,-0.85737,5.14,4.8
